IND_UUID,IND_NAME,IND_CODE,DIM_GEO_CODE_M49,GEO_NAME_SHORT,DIM_TIME,DIM_TIME_TYPE,DIM_SEX,DIM_AGE,DIM_VALUE_TYPE,VALUE_NUMERIC,VALUE_NUMERIC_LOWER,VALUE_NUMERIC_UPPER,VALUE_COMMENTS,DIM_PUBLISH_STATE_CODE
BEFA58B,Obesity in adults (age 18+),NCD_BMI_30A,702,Singapore,1978,YEAR,Female,18 plus years,RATE_PER_100,4.6,2.5,7.4,,PUBLISHED
BEFA58B,Obesity in adults (age 18+),NCD_BMI_30A,694,Sierra Leone,1978,YEAR,Total,18 plus years,RATE_PER_100,1.5,0.7,2.7,,PUBLISHED
BEFA58B,Obesity in adults (age 18+),NCD_BMI_30A,694,Sierra Leone,1978,YEAR,Female,18 plus years,RATE_PER_100,2.5,1,5,,PUBLISHED
BEFA58B,Obesity in adults (age 18+),NCD_BMI_30A,694,Sierra Leone,1978,YEAR,Male,18 plus years,RATE_PER_100,0.4,0.1,1.1,,PUBLISHED
BEFA58B,Obesity in adults (age 18+),NCD_BMI_30A,600,Paraguay,1978,YEAR,Male,18 plus years,RATE_PER_100,3.1,1.1,6.3,,PUBLISHED
BEFA58B,Obesity in adults (age 18+),NCD_BMI_30A,642,Romania,1978,YEAR,Male,18 plus years,RATE_PER_100,6.6,3.2,11.5,,PUBLISHED
BEFA58B,Obesity in adults (age 18+),NCD_BMI_30A,646,Rwanda,1978,YEAR,Female,18 plus years,RATE_PER_100,1.1,0.3,2.4,,PUBLISHED
BEFA58B,Obesity in adults (age 18+),NCD_BMI_30A,674,San Marino,1978,YEAR,Male,18 plus years,RATE_PER_100,,,,No data available.� Estimate could not be calculated due to lack of covariate data.,PUBLISHED
BEFA58B,Obesity in adults (age 18+),NCD_BMI_30A,678,Sao Tome and Principe,1978,YEAR,Female,18 plus years,RATE_PER_100,2.8,1.2,5.3,,PUBLISHED
BEFA58B,Obesity in adults (age 18+),NCD_BMI_30A,703,Slovakia,1978,YEAR,Male,18 plus years,RATE_PER_100,6.7,3.4,11.4,,PUBLISHED
BEFA58B,Obesity in adults (age 18+),NCD_BMI_30A,705,Slovenia,1978,YEAR,Female,18 plus years,RATE_PER_100,11.2,5.9,18.4,,PUBLISHED
BEFA58B,Obesity in adults (age 18+),NCD_BMI_30A,222,El Salvador,1978,YEAR,Total,18 plus years,RATE_PER_100,6.5,3.7,10.1,,PUBLISHED
BEFA58B,Obesity in adults (age 18+),NCD_BMI_30A,222,El Salvador,1978,YEAR,Female,18 plus years,RATE_PER_100,9.3,4.7,15.6,,PUBLISHED
BEFA58B,Obesity in adults (age 18+),NCD_BMI_30A,222,El Salvador,1978,YEAR,Male,18 plus years,RATE_PER_100,3.4,1.3,7,,PUBLISHED
BEFA58B,Obesity in adults (age 18+),NCD_BMI_30A,674,San Marino,1978,YEAR,Total,18 plus years,RATE_PER_100,,,,No data available.� Estimate could not be calculated due to lack of covariate data.,PUBLISHED
BEFA58B,Obesity in adults (age 18+),NCD_BMI_30A,705,Slovenia,1978,YEAR,Male,18 plus years,RATE_PER_100,5.9,2.5,10.9,,PUBLISHED
BEFA58B,Obesity in adults (age 18+),NCD_BMI_30A,748,Eswatini,1978,YEAR,Total,18 plus years,RATE_PER_100,4.4,2.1,7.8,,PUBLISHED
BEFA58B,Obesity in adults (age 18+),NCD_BMI_30A,748,Eswatini,1978,YEAR,Female,18 plus years,RATE_PER_100,7.4,3.4,13.5,,PUBLISHED
BEFA58B,Obesity in adults (age 18+),NCD_BMI_30A,760,Syrian Arab Republic,1978,YEAR,Female,18 plus years,RATE_PER_100,14.3,8.1,21.9,,PUBLISHED
BEFA58B,Obesity in adults (age 18+),NCD_BMI_30A,674,San Marino,1978,YEAR,Female,18 plus years,RATE_PER_100,,,,No data available.� Estimate could not be calculated due to lack of covariate data.,PUBLISHED
BEFA58B,Obesity in adults (age 18+),NCD_BMI_30A,706,Somalia,1978,YEAR,Total,18 plus years,RATE_PER_100,1.4,0.6,2.8,,PUBLISHED
BEFA58B,Obesity in adults (age 18+),NCD_BMI_30A,740,Suriname,1978,YEAR,Total,18 plus years,RATE_PER_100,9,5.7,13,,PUBLISHED
BEFA58B,Obesity in adults (age 18+),NCD_BMI_30A,752,Sweden,1978,YEAR,Total,18 plus years,RATE_PER_100,8.6,6.6,10.9,,PUBLISHED
BEFA58B,Obesity in adults (age 18+),NCD_BMI_30A,768,Togo,1978,YEAR,Male,18 plus years,RATE_PER_100,0.4,0.1,1.1,,PUBLISHED
BEFA58B,Obesity in adults (age 18+),NCD_BMI_30A,762,Tajikistan,1978,YEAR,Male,18 plus years,RATE_PER_100,3,1,6.3,,PUBLISHED
BEFA58B,Obesity in adults (age 18+),NCD_BMI_30A,795,Turkmenistan,1978,YEAR,Female,18 plus years,RATE_PER_100,7.6,3.6,13.2,,PUBLISHED
BEFA58B,Obesity in adults (age 18+),NCD_BMI_30A,626,Timor-Leste,1978,YEAR,Male,18 plus years,RATE_PER_100,0.1,0,0.4,,PUBLISHED
BEFA58B,Obesity in adults (age 18+),NCD_BMI_30A,752,Sweden,1978,YEAR,Male,18 plus years,RATE_PER_100,7.8,5.4,10.7,,PUBLISHED
BEFA58B,Obesity in adults (age 18+),NCD_BMI_30A,748,Eswatini,1978,YEAR,Male,18 plus years,RATE_PER_100,0.6,0.2,1.8,,PUBLISHED
BEFA58B,Obesity in adults (age 18+),NCD_BMI_30A,690,Seychelles,1978,YEAR,Male,18 plus years,RATE_PER_100,1.4,0.5,3.3,,PUBLISHED
BEFA58B,Obesity in adults (age 18+),NCD_BMI_30A,148,Chad,1978,YEAR,Female,18 plus years,RATE_PER_100,1.4,0.5,2.9,,PUBLISHED
BEFA58B,Obesity in adults (age 18+),NCD_BMI_30A,768,Togo,1978,YEAR,Total,18 plus years,RATE_PER_100,1.3,0.6,2.4,,PUBLISHED
BEFA58B,Obesity in adults (age 18+),NCD_BMI_30A,764,Thailand,1978,YEAR,Female,18 plus years,RATE_PER_100,1.6,0.7,3,,PUBLISHED
BEFA58B,Obesity in adults (age 18+),NCD_BMI_30A,762,Tajikistan,1978,YEAR,Total,18 plus years,RATE_PER_100,4.4,2.3,7.4,,PUBLISHED
BEFA58B,Obesity in adults (age 18+),NCD_BMI_30A,762,Tajikistan,1978,YEAR,Female,18 plus years,RATE_PER_100,5.6,2.5,10.5,,PUBLISHED
BEFA58B,Obesity in adults (age 18+),NCD_BMI_30A,795,Turkmenistan,1978,YEAR,Male,18 plus years,RATE_PER_100,4.2,1.6,8.5,,PUBLISHED
BEFA58B,Obesity in adults (age 18+),NCD_BMI_30A,626,Timor-Leste,1978,YEAR,Female,18 plus years,RATE_PER_100,0.5,0.1,1.1,,PUBLISHED
BEFA58B,Obesity in adults (age 18+),NCD_BMI_30A,776,Tonga,1978,YEAR,Female,18 plus years,RATE_PER_100,28.5,18.9,39.6,,PUBLISHED
BEFA58B,Obesity in adults (age 18+),NCD_BMI_30A,780,Trinidad and Tobago,1978,YEAR,Female,18 plus years,RATE_PER_100,6.6,3.1,11.7,,PUBLISHED
BEFA58B,Obesity in adults (age 18+),NCD_BMI_30A,776,Tonga,1978,YEAR,Total,18 plus years,RATE_PER_100,21.6,15.3,28.5,,PUBLISHED
BEFA58B,Obesity in adults (age 18+),NCD_BMI_30A,776,Tonga,1978,YEAR,Male,18 plus years,RATE_PER_100,14.7,7.8,24.1,,PUBLISHED
BEFA58B,Obesity in adults (age 18+),NCD_BMI_30A,788,Tunisia,1978,YEAR,Total,18 plus years,RATE_PER_100,8.5,5.6,12.4,,PUBLISHED
BEFA58B,Obesity in adults (age 18+),NCD_BMI_30A,788,Tunisia,1978,YEAR,Male,18 plus years,RATE_PER_100,3.7,1.6,7,,PUBLISHED
BEFA58B,Obesity in adults (age 18+),NCD_BMI_30A,798,Tuvalu,1978,YEAR,Total,18 plus years,RATE_PER_100,20.1,14.1,26.7,,PUBLISHED
BEFA58B,Obesity in adults (age 18+),NCD_BMI_30A,798,Tuvalu,1978,YEAR,Female,18 plus years,RATE_PER_100,26.1,16.9,36.7,,PUBLISHED
BEFA58B,Obesity in adults (age 18+),NCD_BMI_30A,834,United Republic of Tanzania,1978,YEAR,Male,18 plus years,RATE_PER_100,0.4,0.1,1,,PUBLISHED
BEFA58B,Obesity in adults (age 18+),NCD_BMI_30A,800,Uganda,1978,YEAR,Total,18 plus years,RATE_PER_100,0.7,0.3,1.5,,PUBLISHED
BEFA58B,Obesity in adults (age 18+),NCD_BMI_30A,788,Tunisia,1978,YEAR,Female,18 plus years,RATE_PER_100,13.3,8,20.2,,PUBLISHED
BEFA58B,Obesity in adults (age 18+),NCD_BMI_30A,792,Türkiye,1978,YEAR,Total,18 plus years,RATE_PER_100,9.6,6.7,13.1,,PUBLISHED
BEFA58B,Obesity in adults (age 18+),NCD_BMI_30A,834,United Republic of Tanzania,1978,YEAR,Total,18 plus years,RATE_PER_100,1.1,0.5,2,,PUBLISHED
BEFA58B,Obesity in adults (age 18+),NCD_BMI_30A,834,United Republic of Tanzania,1978,YEAR,Female,18 plus years,RATE_PER_100,1.7,0.7,3.4,,PUBLISHED
BEFA58B,Obesity in adults (age 18+),NCD_BMI_30A,800,Uganda,1978,YEAR,Female,18 plus years,RATE_PER_100,1.2,0.4,2.7,,PUBLISHED
BEFA58B,Obesity in adults (age 18+),NCD_BMI_30A,804,Ukraine,1978,YEAR,Female,18 plus years,RATE_PER_100,17.4,10.3,26.4,,PUBLISHED
BEFA58B,Obesity in adults (age 18+),NCD_BMI_30A,804,Ukraine,1978,YEAR,Male,18 plus years,RATE_PER_100,7.2,3.2,12.8,,PUBLISHED
BEFA58B,Obesity in adults (age 18+),NCD_BMI_30A,858,Uruguay,1978,YEAR,Male,18 plus years,RATE_PER_100,8.7,4.4,14.8,,PUBLISHED
BEFA58B,Obesity in adults (age 18+),NCD_BMI_30A,804,Ukraine,1978,YEAR,Total,18 plus years,RATE_PER_100,13.1,8.5,18.8,,PUBLISHED
BEFA58B,Obesity in adults (age 18+),NCD_BMI_30A,840,United States of America,1978,YEAR,Total,18 plus years,RATE_PER_100,13,10.6,15.5,,PUBLISHED
BEFA58B,Obesity in adults (age 18+),NCD_BMI_30A,548,Vanuatu,1978,YEAR,Female,18 plus years,RATE_PER_100,9.1,4.1,16.3,,PUBLISHED
BEFA58B,Obesity in adults (age 18+),NCD_BMI_30A,910,High-income economies,1978,YEAR,Male,18 plus years,RATE_PER_100,7.7,6.1,9.4,,PUBLISHED
BEFA58B,Obesity in adults (age 18+),NCD_BMI_30A,840,United States of America,1978,YEAR,Female,18 plus years,RATE_PER_100,14.4,10.9,18.2,,PUBLISHED
BEFA58B,Obesity in adults (age 18+),NCD_BMI_30A,840,United States of America,1978,YEAR,Male,18 plus years,RATE_PER_100,11.4,8.2,15.3,,PUBLISHED
BEFA58B,Obesity in adults (age 18+),NCD_BMI_30A,860,Uzbekistan,1978,YEAR,Total,18 plus years,RATE_PER_100,5,2.8,8,,PUBLISHED
BEFA58B,Obesity in adults (age 18+),NCD_BMI_30A,670,Saint Vincent and the Grenadines,1978,YEAR,Female,18 plus years,RATE_PER_100,9.4,4.7,15.7,,PUBLISHED
BEFA58B,Obesity in adults (age 18+),NCD_BMI_30A,911,Low-income economies,1978,YEAR,Male,18 plus years,RATE_PER_100,0.4,0.2,0.7,,PUBLISHED
BEFA58B,Obesity in adults (age 18+),NCD_BMI_30A,958,Western Pacific,1978,YEAR,Female,18 plus years,RATE_PER_100,1.2,0.8,1.7,,PUBLISHED
BEFA58B,Obesity in adults (age 18+),NCD_BMI_30A,882,Samoa,1978,YEAR,Total,18 plus years,RATE_PER_100,22.1,16.3,28.4,,PUBLISHED
BEFA58B,Obesity in adults (age 18+),NCD_BMI_30A,882,Samoa,1978,YEAR,Male,18 plus years,RATE_PER_100,14.4,8,22.9,,PUBLISHED
BEFA58B,Obesity in adults (age 18+),NCD_BMI_30A,710,South Africa,1978,YEAR,Male,18 plus years,RATE_PER_100,2.6,1.2,5,,PUBLISHED
BEFA58B,Obesity in adults (age 18+),NCD_BMI_30A,4,Afghanistan,1979,YEAR,Total,18 plus years,RATE_PER_100,0.6,0.3,1.3,,PUBLISHED
BEFA58B,Obesity in adults (age 18+),NCD_BMI_30A,4,Afghanistan,1979,YEAR,Male,18 plus years,RATE_PER_100,0.3,0.1,0.8,,PUBLISHED
BEFA58B,Obesity in adults (age 18+),NCD_BMI_30A,954,Americas,1979,YEAR,Male,18 plus years,RATE_PER_100,8.5,6.5,10.7,,PUBLISHED
BEFA58B,Obesity in adults (age 18+),NCD_BMI_30A,670,Saint Vincent and the Grenadines,1978,YEAR,Male,18 plus years,RATE_PER_100,2.5,0.9,5.3,,PUBLISHED
BEFA58B,Obesity in adults (age 18+),NCD_BMI_30A,862,Venezuela (Bolivarian Republic of),1978,YEAR,Total,18 plus years,RATE_PER_100,10.7,7,14.9,,PUBLISHED
BEFA58B,Obesity in adults (age 18+),NCD_BMI_30A,704,Viet Nam,1978,YEAR,Total,18 plus years,RATE_PER_100,0.2,0.1,0.3,,PUBLISHED
BEFA58B,Obesity in adults (age 18+),NCD_BMI_30A,704,Viet Nam,1978,YEAR,Female,18 plus years,RATE_PER_100,0.2,0.1,0.6,,PUBLISHED
BEFA58B,Obesity in adults (age 18+),NCD_BMI_30A,784,United Arab Emirates,1979,YEAR,Total,18 plus years,RATE_PER_100,14.5,10.6,19.5,,PUBLISHED
BEFA58B,Obesity in adults (age 18+),NCD_BMI_30A,32,Argentina,1979,YEAR,Total,18 plus years,RATE_PER_100,12.5,8.9,16.5,,PUBLISHED
BEFA58B,Obesity in adults (age 18+),NCD_BMI_30A,51,Armenia,1979,YEAR,Total,18 plus years,RATE_PER_100,8.4,5.3,12.4,,PUBLISHED
BEFA58B,Obesity in adults (age 18+),NCD_BMI_30A,36,Australia,1979,YEAR,Total,18 plus years,RATE_PER_100,11.6,9.3,14.1,,PUBLISHED
BEFA58B,Obesity in adults (age 18+),NCD_BMI_30A,704,Viet Nam,1978,YEAR,Male,18 plus years,RATE_PER_100,0.1,0,0.2,,PUBLISHED
BEFA58B,Obesity in adults (age 18+),NCD_BMI_30A,910,High-income economies,1978,YEAR,Total,18 plus years,RATE_PER_100,9.3,8.1,10.6,,PUBLISHED
BEFA58B,Obesity in adults (age 18+),NCD_BMI_30A,912,Lower-middle-income economies,1978,YEAR,Female,18 plus years,RATE_PER_100,3.2,2.4,4.2,,PUBLISHED
BEFA58B,Obesity in adults (age 18+),NCD_BMI_30A,914,Upper-middle-income economies,1978,YEAR,Total,18 plus years,RATE_PER_100,4.7,4,5.5,,PUBLISHED
BEFA58B,Obesity in adults (age 18+),NCD_BMI_30A,40,Austria,1979,YEAR,Male,18 plus years,RATE_PER_100,7.2,4.3,11.1,,PUBLISHED
BEFA58B,Obesity in adults (age 18+),NCD_BMI_30A,31,Azerbaijan,1979,YEAR,Male,18 plus years,RATE_PER_100,4.4,1.8,8.5,,PUBLISHED
BEFA58B,Obesity in adults (age 18+),NCD_BMI_30A,108,Burundi,1979,YEAR,Total,18 plus years,RATE_PER_100,0.7,0.3,1.6,,PUBLISHED
BEFA58B,Obesity in adults (age 18+),NCD_BMI_30A,44,Bahamas,1979,YEAR,Total,18 plus years,RATE_PER_100,13.6,9.3,18.7,,PUBLISHED
BEFA58B,Obesity in adults (age 18+),NCD_BMI_30A,44,Bahamas,1979,YEAR,Female,18 plus years,RATE_PER_100,19.7,12.4,28.2,,PUBLISHED
BEFA58B,Obesity in adults (age 18+),NCD_BMI_30A,70,Bosnia and Herzegovina,1979,YEAR,Total,18 plus years,RATE_PER_100,7,4.3,10.6,,PUBLISHED
BEFA58B,Obesity in adults (age 18+),NCD_BMI_30A,112,Belarus,1979,YEAR,Total,18 plus years,RATE_PER_100,11.3,7.2,16.3,,PUBLISHED
BEFA58B,Obesity in adults (age 18+),NCD_BMI_30A,112,Belarus,1979,YEAR,Male,18 plus years,RATE_PER_100,5.9,2.7,10.7,,PUBLISHED
BEFA58B,Obesity in adults (age 18+),NCD_BMI_30A,96,Brunei Darussalam,1979,YEAR,Total,18 plus years,RATE_PER_100,2.8,1.5,4.6,,PUBLISHED
BEFA58B,Obesity in adults (age 18+),NCD_BMI_30A,96,Brunei Darussalam,1979,YEAR,Female,18 plus years,RATE_PER_100,4.3,1.9,7.8,,PUBLISHED
BEFA58B,Obesity in adults (age 18+),NCD_BMI_30A,64,Bhutan,1979,YEAR,Male,18 plus years,RATE_PER_100,0.3,0.1,0.7,,PUBLISHED
BEFA58B,Obesity in adults (age 18+),NCD_BMI_30A,140,Central African Republic,1979,YEAR,Male,18 plus years,RATE_PER_100,0.5,0.1,1.4,,PUBLISHED
BEFA58B,Obesity in adults (age 18+),NCD_BMI_30A,124,Canada,1979,YEAR,Female,18 plus years,RATE_PER_100,11.9,8.3,15.9,,PUBLISHED
BEFA58B,Obesity in adults (age 18+),NCD_BMI_30A,384,Côte d'Ivoire,1979,YEAR,Total,18 plus years,RATE_PER_100,1.8,1,3.1,,PUBLISHED
BEFA58B,Obesity in adults (age 18+),NCD_BMI_30A,120,Cameroon,1979,YEAR,Total,18 plus years,RATE_PER_100,1.8,0.9,3,,PUBLISHED
BEFA58B,Obesity in adults (age 18+),NCD_BMI_30A,120,Cameroon,1979,YEAR,Male,18 plus years,RATE_PER_100,0.6,0.2,1.4,,PUBLISHED
BEFA58B,Obesity in adults (age 18+),NCD_BMI_30A,911,Low-income economies,1978,YEAR,Total,18 plus years,RATE_PER_100,1.1,0.7,1.6,,PUBLISHED
BEFA58B,Obesity in adults (age 18+),NCD_BMI_30A,912,Lower-middle-income economies,1978,YEAR,Total,18 plus years,RATE_PER_100,2.1,1.6,2.6,,PUBLISHED
BEFA58B,Obesity in adults (age 18+),NCD_BMI_30A,912,Lower-middle-income economies,1978,YEAR,Male,18 plus years,RATE_PER_100,1,0.6,1.4,,PUBLISHED
BEFA58B,Obesity in adults (age 18+),NCD_BMI_30A,887,Yemen,1978,YEAR,Female,18 plus years,RATE_PER_100,4.8,2,9.3,,PUBLISHED
BEFA58B,Obesity in adults (age 18+),NCD_BMI_30A,180,Democratic Republic of the Congo,1979,YEAR,Female,18 plus years,RATE_PER_100,1.6,0.6,3.4,,PUBLISHED
BEFA58B,Obesity in adults (age 18+),NCD_BMI_30A,174,Comoros,1979,YEAR,Female,18 plus years,RATE_PER_100,2.4,1,4.8,,PUBLISHED
BEFA58B,Obesity in adults (age 18+),NCD_BMI_30A,132,Cabo Verde,1979,YEAR,Female,18 plus years,RATE_PER_100,2.2,0.9,4.4,,PUBLISHED
BEFA58B,Obesity in adults (age 18+),NCD_BMI_30A,276,Germany,1979,YEAR,Male,18 plus years,RATE_PER_100,8.7,6.2,11.6,,PUBLISHED
BEFA58B,Obesity in adults (age 18+),NCD_BMI_30A,710,South Africa,1978,YEAR,Total,18 plus years,RATE_PER_100,10.8,7.4,14.7,,PUBLISHED
BEFA58B,Obesity in adults (age 18+),NCD_BMI_30A,894,Zambia,1978,YEAR,Total,18 plus years,RATE_PER_100,1.9,0.9,3.3,,PUBLISHED
BEFA58B,Obesity in adults (age 18+),NCD_BMI_30A,894,Zambia,1978,YEAR,Male,18 plus years,RATE_PER_100,0.6,0.2,1.5,,PUBLISHED
BEFA58B,Obesity in adults (age 18+),NCD_BMI_30A,716,Zimbabwe,1978,YEAR,Total,18 plus years,RATE_PER_100,4.2,2.3,7,,PUBLISHED
BEFA58B,Obesity in adults (age 18+),NCD_BMI_30A,958,Western Pacific,1978,YEAR,Total,18 plus years,RATE_PER_100,0.9,0.7,1.2,,PUBLISHED
BEFA58B,Obesity in adults (age 18+),NCD_BMI_30A,887,Yemen,1978,YEAR,Total,18 plus years,RATE_PER_100,3.3,1.6,5.8,,PUBLISHED
BEFA58B,Obesity in adults (age 18+),NCD_BMI_30A,710,South Africa,1978,YEAR,Female,18 plus years,RATE_PER_100,18.3,12.1,25.6,,PUBLISHED
BEFA58B,Obesity in adults (age 18+),NCD_BMI_30A,716,Zimbabwe,1978,YEAR,Female,18 plus years,RATE_PER_100,7.7,3.9,13.1,,PUBLISHED
BEFA58B,Obesity in adults (age 18+),NCD_BMI_30A,716,Zimbabwe,1978,YEAR,Male,18 plus years,RATE_PER_100,0.5,0.1,1.4,,PUBLISHED
BEFA58B,Obesity in adults (age 18+),NCD_BMI_30A,953,Africa,1979,YEAR,Total,18 plus years,RATE_PER_100,2.3,1.7,3.1,,PUBLISHED
BEFA58B,Obesity in adults (age 18+),NCD_BMI_30A,24,Angola,1979,YEAR,Female,18 plus years,RATE_PER_100,1.7,0.5,3.8,,PUBLISHED
BEFA58B,Obesity in adults (age 18+),NCD_BMI_30A,24,Angola,1979,YEAR,Male,18 plus years,RATE_PER_100,0.3,0.1,1,,PUBLISHED
BEFA58B,Obesity in adults (age 18+),NCD_BMI_30A,262,Djibouti,1979,YEAR,Total,18 plus years,RATE_PER_100,4.9,2.7,7.9,,PUBLISHED
BEFA58B,Obesity in adults (age 18+),NCD_BMI_30A,262,Djibouti,1979,YEAR,Female,18 plus years,RATE_PER_100,7.6,3.7,13.1,,PUBLISHED
BEFA58B,Obesity in adults (age 18+),NCD_BMI_30A,262,Djibouti,1979,YEAR,Male,18 plus years,RATE_PER_100,2,0.7,4.7,,PUBLISHED
BEFA58B,Obesity in adults (age 18+),NCD_BMI_30A,208,Denmark,1979,YEAR,Female,18 plus years,RATE_PER_100,8.7,5.7,12.6,,PUBLISHED
BEFA58B,Obesity in adults (age 18+),NCD_BMI_30A,12,Algeria,1979,YEAR,Female,18 plus years,RATE_PER_100,12.2,6.9,18.9,,PUBLISHED
BEFA58B,Obesity in adults (age 18+),NCD_BMI_30A,12,Algeria,1979,YEAR,Male,18 plus years,RATE_PER_100,3.4,1.4,6.6,,PUBLISHED
BEFA58B,Obesity in adults (age 18+),NCD_BMI_30A,818,Egypt,1979,YEAR,Total,18 plus years,RATE_PER_100,13.4,9.6,17.8,,PUBLISHED
BEFA58B,Obesity in adults (age 18+),NCD_BMI_30A,818,Egypt,1979,YEAR,Female,18 plus years,RATE_PER_100,19.8,13.3,27.4,,PUBLISHED
BEFA58B,Obesity in adults (age 18+),NCD_BMI_30A,954,Americas,1979,YEAR,Female,18 plus years,RATE_PER_100,12.9,10.6,15.5,,PUBLISHED
BEFA58B,Obesity in adults (age 18+),NCD_BMI_30A,20,Andorra,1979,YEAR,Total,18 plus years,RATE_PER_100,15,10.6,20.1,,PUBLISHED
BEFA58B,Obesity in adults (age 18+),NCD_BMI_30A,784,United Arab Emirates,1979,YEAR,Female,18 plus years,RATE_PER_100,25.4,18,33.8,,PUBLISHED
BEFA58B,Obesity in adults (age 18+),NCD_BMI_30A,32,Argentina,1979,YEAR,Female,18 plus years,RATE_PER_100,14.4,9.4,20.6,,PUBLISHED
BEFA58B,Obesity in adults (age 18+),NCD_BMI_30A,818,Egypt,1979,YEAR,Male,18 plus years,RATE_PER_100,6.5,3.4,10.6,,PUBLISHED
BEFA58B,Obesity in adults (age 18+),NCD_BMI_30A,231,Ethiopia,1979,YEAR,Total,18 plus years,RATE_PER_100,0.6,0.2,1.3,,PUBLISHED
BEFA58B,Obesity in adults (age 18+),NCD_BMI_30A,231,Ethiopia,1979,YEAR,Female,18 plus years,RATE_PER_100,1,0.3,2.2,,PUBLISHED
BEFA58B,Obesity in adults (age 18+),NCD_BMI_30A,956,Europe,1979,YEAR,Total,18 plus years,RATE_PER_100,11,9.5,12.7,,PUBLISHED
BEFA58B,Obesity in adults (age 18+),NCD_BMI_30A,28,Antigua and Barbuda,1979,YEAR,Total,18 plus years,RATE_PER_100,6.4,3.8,9.8,,PUBLISHED
BEFA58B,Obesity in adults (age 18+),NCD_BMI_30A,28,Antigua and Barbuda,1979,YEAR,Female,18 plus years,RATE_PER_100,9.9,5.2,16.3,,PUBLISHED
BEFA58B,Obesity in adults (age 18+),NCD_BMI_30A,36,Australia,1979,YEAR,Female,18 plus years,RATE_PER_100,12.3,9,15.8,,PUBLISHED
BEFA58B,Obesity in adults (age 18+),NCD_BMI_30A,40,Austria,1979,YEAR,Total,18 plus years,RATE_PER_100,7.9,5.7,10.5,,PUBLISHED
BEFA58B,Obesity in adults (age 18+),NCD_BMI_30A,953,Africa,1979,YEAR,Female,18 plus years,RATE_PER_100,3.9,2.7,5.2,,PUBLISHED
BEFA58B,Obesity in adults (age 18+),NCD_BMI_30A,8,Albania,1979,YEAR,Total,18 plus years,RATE_PER_100,7.2,4.4,10.9,,PUBLISHED
BEFA58B,Obesity in adults (age 18+),NCD_BMI_30A,8,Albania,1979,YEAR,Female,18 plus years,RATE_PER_100,9.3,4.8,15.5,,PUBLISHED
BEFA58B,Obesity in adults (age 18+),NCD_BMI_30A,32,Argentina,1979,YEAR,Male,18 plus years,RATE_PER_100,10.3,5.9,15.9,,PUBLISHED
BEFA58B,Obesity in adults (age 18+),NCD_BMI_30A,958,Western Pacific,1978,YEAR,Male,18 plus years,RATE_PER_100,0.5,0.4,0.8,,PUBLISHED
BEFA58B,Obesity in adults (age 18+),NCD_BMI_30A,882,Samoa,1978,YEAR,Female,18 plus years,RATE_PER_100,29.3,20.2,39.2,,PUBLISHED
BEFA58B,Obesity in adults (age 18+),NCD_BMI_30A,887,Yemen,1978,YEAR,Male,18 plus years,RATE_PER_100,1.4,0.4,3.4,,PUBLISHED
BEFA58B,Obesity in adults (age 18+),NCD_BMI_30A,894,Zambia,1978,YEAR,Female,18 plus years,RATE_PER_100,3,1.3,5.6,,PUBLISHED
BEFA58B,Obesity in adults (age 18+),NCD_BMI_30A,4,Afghanistan,1979,YEAR,Female,18 plus years,RATE_PER_100,1,0.3,2.3,,PUBLISHED
BEFA58B,Obesity in adults (age 18+),NCD_BMI_30A,953,Africa,1979,YEAR,Male,18 plus years,RATE_PER_100,0.7,0.4,1.3,,PUBLISHED
BEFA58B,Obesity in adults (age 18+),NCD_BMI_30A,24,Angola,1979,YEAR,Total,18 plus years,RATE_PER_100,1.1,0.4,2.2,,PUBLISHED
BEFA58B,Obesity in adults (age 18+),NCD_BMI_30A,8,Albania,1979,YEAR,Male,18 plus years,RATE_PER_100,5.2,2.3,9.6,,PUBLISHED
BEFA58B,Obesity in adults (age 18+),NCD_BMI_30A,954,Americas,1979,YEAR,Total,18 plus years,RATE_PER_100,10.8,9.2,12.4,,PUBLISHED
BEFA58B,Obesity in adults (age 18+),NCD_BMI_30A,20,Andorra,1979,YEAR,Female,18 plus years,RATE_PER_100,18,11.4,25.7,,PUBLISHED
BEFA58B,Obesity in adults (age 18+),NCD_BMI_30A,20,Andorra,1979,YEAR,Male,18 plus years,RATE_PER_100,11.8,6.4,18.4,,PUBLISHED
BEFA58B,Obesity in adults (age 18+),NCD_BMI_30A,784,United Arab Emirates,1979,YEAR,Male,18 plus years,RATE_PER_100,10.4,5.9,16.3,,PUBLISHED
BEFA58B,Obesity in adults (age 18+),NCD_BMI_30A,51,Armenia,1979,YEAR,Female,18 plus years,RATE_PER_100,10.8,6,17.2,,PUBLISHED
BEFA58B,Obesity in adults (age 18+),NCD_BMI_30A,36,Australia,1979,YEAR,Male,18 plus years,RATE_PER_100,10.8,7.7,14.4,,PUBLISHED
BEFA58B,Obesity in adults (age 18+),NCD_BMI_30A,31,Azerbaijan,1979,YEAR,Female,18 plus years,RATE_PER_100,9.4,4.8,15.6,,PUBLISHED
BEFA58B,Obesity in adults (age 18+),NCD_BMI_30A,108,Burundi,1979,YEAR,Female,18 plus years,RATE_PER_100,1.2,0.4,2.6,,PUBLISHED
BEFA58B,Obesity in adults (age 18+),NCD_BMI_30A,51,Armenia,1979,YEAR,Male,18 plus years,RATE_PER_100,5.4,2.3,9.8,,PUBLISHED
