IND_UUID,IND_NAME,IND_CODE,DIM_GEO_CODE_M49,GEO_NAME_SHORT,DIM_TIME,DIM_TIME_TYPE,DIM_AMR_GLASS_AWARE,DIM_VALUE_TYPE,VALUE_NUMERIC,VALUE_COMMENTS,DIM_PUBLISH_STATE_CODE
19E688D,Antibiotic consumption pattern,GLASSAMC_AWARE,428,Latvia,2018,YEAR,RESERVE,RATE_PER_100,0.1169,,PUBLISHED
19E688D,Antibiotic consumption pattern,GLASSAMC_AWARE,428,Latvia,2019,YEAR,RESERVE,RATE_PER_100,0.1479,,PUBLISHED
19E688D,Antibiotic consumption pattern,GLASSAMC_AWARE,428,Latvia,2020,YEAR,RESERVE,RATE_PER_100,0.1131,,PUBLISHED
19E688D,Antibiotic consumption pattern,GLASSAMC_AWARE,428,Latvia,2021,YEAR,RESERVE,RATE_PER_100,0.158,,PUBLISHED
19E688D,Antibiotic consumption pattern,GLASSAMC_AWARE,462,Maldives,2017,YEAR,RESERVE,RATE_PER_100,0.0006,For antibiotics: only J01 and P01AB reported,PUBLISHED
19E688D,Antibiotic consumption pattern,GLASSAMC_AWARE,462,Maldives,2018,YEAR,RESERVE,RATE_PER_100,0,For antibiotics: only J01 and P01AB reported,PUBLISHED
19E688D,Antibiotic consumption pattern,GLASSAMC_AWARE,462,Maldives,2019,YEAR,RESERVE,RATE_PER_100,0.0032,For antibiotics: only J01 and P01AB reported,PUBLISHED
19E688D,Antibiotic consumption pattern,GLASSAMC_AWARE,462,Maldives,2020,YEAR,RESERVE,RATE_PER_100,0.0247,For antibiotics: only J01 and P01AB reported,PUBLISHED
19E688D,Antibiotic consumption pattern,GLASSAMC_AWARE,462,Maldives,2021,YEAR,RESERVE,RATE_PER_100,0.0102,For antibiotics: only J01 and P01AB reported,PUBLISHED
19E688D,Antibiotic consumption pattern,GLASSAMC_AWARE,466,Mali,2017,YEAR,RESERVE,RATE_PER_100,0,Data incomplete: not all antibacterials reported systematically,PUBLISHED
19E688D,Antibiotic consumption pattern,GLASSAMC_AWARE,466,Mali,2018,YEAR,RESERVE,RATE_PER_100,0.0012,Data incomplete: not all antibacterials reported systematically,PUBLISHED
19E688D,Antibiotic consumption pattern,GLASSAMC_AWARE,466,Mali,2019,YEAR,RESERVE,RATE_PER_100,0.0029,Data incomplete: not all antibacterials reported systematically,PUBLISHED
19E688D,Antibiotic consumption pattern,GLASSAMC_AWARE,466,Mali,2020,YEAR,RESERVE,RATE_PER_100,0,,PUBLISHED
19E688D,Antibiotic consumption pattern,GLASSAMC_AWARE,466,Mali,2021,YEAR,RESERVE,RATE_PER_100,0,,PUBLISHED
19E688D,Antibiotic consumption pattern,GLASSAMC_AWARE,470,Malta,2016,YEAR,RESERVE,RATE_PER_100,0.1138,,PUBLISHED
19E688D,Antibiotic consumption pattern,GLASSAMC_AWARE,470,Malta,2017,YEAR,RESERVE,RATE_PER_100,0.1256,,PUBLISHED
19E688D,Antibiotic consumption pattern,GLASSAMC_AWARE,470,Malta,2018,YEAR,RESERVE,RATE_PER_100,0.3996,,PUBLISHED
19E688D,Antibiotic consumption pattern,GLASSAMC_AWARE,470,Malta,2019,YEAR,RESERVE,RATE_PER_100,0.1226,,PUBLISHED
19E688D,Antibiotic consumption pattern,GLASSAMC_AWARE,470,Malta,2020,YEAR,RESERVE,RATE_PER_100,0.0989,,PUBLISHED
19E688D,Antibiotic consumption pattern,GLASSAMC_AWARE,470,Malta,2021,YEAR,RESERVE,RATE_PER_100,0.434,,PUBLISHED
19E688D,Antibiotic consumption pattern,GLASSAMC_AWARE,499,Montenegro,2016,YEAR,RESERVE,RATE_PER_100,0.0145,,PUBLISHED
19E688D,Antibiotic consumption pattern,GLASSAMC_AWARE,499,Montenegro,2017,YEAR,RESERVE,RATE_PER_100,0.0108,,PUBLISHED
19E688D,Antibiotic consumption pattern,GLASSAMC_AWARE,499,Montenegro,2018,YEAR,RESERVE,RATE_PER_100,0.0142,,PUBLISHED
19E688D,Antibiotic consumption pattern,GLASSAMC_AWARE,499,Montenegro,2019,YEAR,RESERVE,RATE_PER_100,0.0193,,PUBLISHED
19E688D,Antibiotic consumption pattern,GLASSAMC_AWARE,499,Montenegro,2020,YEAR,RESERVE,RATE_PER_100,0.0207,,PUBLISHED
19E688D,Antibiotic consumption pattern,GLASSAMC_AWARE,499,Montenegro,2021,YEAR,RESERVE,RATE_PER_100,0.0236,,PUBLISHED
19E688D,Antibiotic consumption pattern,GLASSAMC_AWARE,578,Norway,2016,YEAR,RESERVE,RATE_PER_100,0.1041,,PUBLISHED
19E688D,Antibiotic consumption pattern,GLASSAMC_AWARE,578,Norway,2017,YEAR,RESERVE,RATE_PER_100,0.1123,,PUBLISHED
19E688D,Antibiotic consumption pattern,GLASSAMC_AWARE,578,Norway,2018,YEAR,RESERVE,RATE_PER_100,0.1163,,PUBLISHED
19E688D,Antibiotic consumption pattern,GLASSAMC_AWARE,578,Norway,2019,YEAR,RESERVE,RATE_PER_100,0.1235,,PUBLISHED
19E688D,Antibiotic consumption pattern,GLASSAMC_AWARE,578,Norway,2020,YEAR,RESERVE,RATE_PER_100,0.1381,,PUBLISHED
19E688D,Antibiotic consumption pattern,GLASSAMC_AWARE,578,Norway,2021,YEAR,RESERVE,RATE_PER_100,0.1486,,PUBLISHED
19E688D,Antibiotic consumption pattern,GLASSAMC_AWARE,524,Nepal,2016,YEAR,RESERVE,RATE_PER_100,0.0155,Data incomplete: not all antibacterials reported systematically,PUBLISHED
19E688D,Antibiotic consumption pattern,GLASSAMC_AWARE,524,Nepal,2017,YEAR,RESERVE,RATE_PER_100,0.0018,Data incomplete: not all antibacterials reported systematically,PUBLISHED
19E688D,Antibiotic consumption pattern,GLASSAMC_AWARE,524,Nepal,2018,YEAR,RESERVE,RATE_PER_100,0.0066,Data incomplete: not all antibacterials reported systematically,PUBLISHED
19E688D,Antibiotic consumption pattern,GLASSAMC_AWARE,524,Nepal,2019,YEAR,RESERVE,RATE_PER_100,0.0722,,PUBLISHED
19E688D,Antibiotic consumption pattern,GLASSAMC_AWARE,524,Nepal,2020,YEAR,RESERVE,RATE_PER_100,0.03,,PUBLISHED
19E688D,Antibiotic consumption pattern,GLASSAMC_AWARE,524,Nepal,2021,YEAR,RESERVE,RATE_PER_100,0.0755,,PUBLISHED
19E688D,Antibiotic consumption pattern,GLASSAMC_AWARE,512,Oman,2021,YEAR,RESERVE,RATE_PER_100,0.6199,"Only consumption in the public sector reported, For antibiotics: only A07AA and J01 reported",PUBLISHED
19E688D,Antibiotic consumption pattern,GLASSAMC_AWARE,604,Peru,2019,YEAR,RESERVE,RATE_PER_100,0.1059,Only consumption in the public sector reported,PUBLISHED
19E688D,Antibiotic consumption pattern,GLASSAMC_AWARE,604,Peru,2020,YEAR,RESERVE,RATE_PER_100,0.1411,Only consumption in the public sector reported,PUBLISHED
19E688D,Antibiotic consumption pattern,GLASSAMC_AWARE,604,Peru,2021,YEAR,RESERVE,RATE_PER_100,0.1776,Only consumption in the public sector reported,PUBLISHED
19E688D,Antibiotic consumption pattern,GLASSAMC_AWARE,616,Poland,2016,YEAR,RESERVE,RATE_PER_100,0.0665,,PUBLISHED
19E688D,Antibiotic consumption pattern,GLASSAMC_AWARE,616,Poland,2017,YEAR,RESERVE,RATE_PER_100,0.0575,,PUBLISHED
19E688D,Antibiotic consumption pattern,GLASSAMC_AWARE,616,Poland,2018,YEAR,RESERVE,RATE_PER_100,0.0966,,PUBLISHED
19E688D,Antibiotic consumption pattern,GLASSAMC_AWARE,616,Poland,2019,YEAR,RESERVE,RATE_PER_100,0.0719,,PUBLISHED
19E688D,Antibiotic consumption pattern,GLASSAMC_AWARE,616,Poland,2020,YEAR,RESERVE,RATE_PER_100,0.1077,,PUBLISHED
19E688D,Antibiotic consumption pattern,GLASSAMC_AWARE,616,Poland,2021,YEAR,RESERVE,RATE_PER_100,0.1223,,PUBLISHED
19E688D,Antibiotic consumption pattern,GLASSAMC_AWARE,620,Portugal,2016,YEAR,RESERVE,RATE_PER_100,0.2275,,PUBLISHED
19E688D,Antibiotic consumption pattern,GLASSAMC_AWARE,620,Portugal,2017,YEAR,RESERVE,RATE_PER_100,0.2448,,PUBLISHED
19E688D,Antibiotic consumption pattern,GLASSAMC_AWARE,620,Portugal,2018,YEAR,RESERVE,RATE_PER_100,0.2507,,PUBLISHED
19E688D,Antibiotic consumption pattern,GLASSAMC_AWARE,620,Portugal,2019,YEAR,RESERVE,RATE_PER_100,0.2844,,PUBLISHED
19E688D,Antibiotic consumption pattern,GLASSAMC_AWARE,620,Portugal,2020,YEAR,RESERVE,RATE_PER_100,0.3634,,PUBLISHED
19E688D,Antibiotic consumption pattern,GLASSAMC_AWARE,620,Portugal,2021,YEAR,RESERVE,RATE_PER_100,0.377,,PUBLISHED
19E688D,Antibiotic consumption pattern,GLASSAMC_AWARE,634,Qatar,2021,YEAR,RESERVE,RATE_PER_100,0.4787,Only consumption in the public sector reported,PUBLISHED
19E688D,Antibiotic consumption pattern,GLASSAMC_AWARE,642,Romania,2016,YEAR,RESERVE,RATE_PER_100,0.0812,,PUBLISHED
19E688D,Antibiotic consumption pattern,GLASSAMC_AWARE,642,Romania,2017,YEAR,RESERVE,RATE_PER_100,0.0837,,PUBLISHED
19E688D,Antibiotic consumption pattern,GLASSAMC_AWARE,642,Romania,2018,YEAR,RESERVE,RATE_PER_100,0.1887,,PUBLISHED
19E688D,Antibiotic consumption pattern,GLASSAMC_AWARE,642,Romania,2019,YEAR,RESERVE,RATE_PER_100,0.1217,,PUBLISHED
19E688D,Antibiotic consumption pattern,GLASSAMC_AWARE,642,Romania,2020,YEAR,RESERVE,RATE_PER_100,0.1543,,PUBLISHED
19E688D,Antibiotic consumption pattern,GLASSAMC_AWARE,642,Romania,2021,YEAR,RESERVE,RATE_PER_100,0.2056,,PUBLISHED
19E688D,Antibiotic consumption pattern,GLASSAMC_AWARE,643,Russian Federation,2016,YEAR,RESERVE,RATE_PER_100,0.0441,,PUBLISHED
19E688D,Antibiotic consumption pattern,GLASSAMC_AWARE,643,Russian Federation,2017,YEAR,RESERVE,RATE_PER_100,0.0631,,PUBLISHED
19E688D,Antibiotic consumption pattern,GLASSAMC_AWARE,643,Russian Federation,2018,YEAR,RESERVE,RATE_PER_100,0.1128,,PUBLISHED
19E688D,Antibiotic consumption pattern,GLASSAMC_AWARE,643,Russian Federation,2019,YEAR,RESERVE,RATE_PER_100,0.126,,PUBLISHED
19E688D,Antibiotic consumption pattern,GLASSAMC_AWARE,643,Russian Federation,2020,YEAR,RESERVE,RATE_PER_100,0.1952,,PUBLISHED
19E688D,Antibiotic consumption pattern,GLASSAMC_AWARE,643,Russian Federation,2021,YEAR,RESERVE,RATE_PER_100,0.2985,,PUBLISHED
19E688D,Antibiotic consumption pattern,GLASSAMC_AWARE,729,Sudan,2021,YEAR,RESERVE,RATE_PER_100,0,For antibiotics: only A07AA and J01 reported,PUBLISHED
19E688D,Antibiotic consumption pattern,GLASSAMC_AWARE,705,Slovenia,2016,YEAR,RESERVE,RATE_PER_100,0.1392,,PUBLISHED
19E688D,Antibiotic consumption pattern,GLASSAMC_AWARE,705,Slovenia,2017,YEAR,RESERVE,RATE_PER_100,0.1594,,PUBLISHED
19E688D,Antibiotic consumption pattern,GLASSAMC_AWARE,705,Slovenia,2018,YEAR,RESERVE,RATE_PER_100,0.1582,,PUBLISHED
19E688D,Antibiotic consumption pattern,GLASSAMC_AWARE,705,Slovenia,2019,YEAR,RESERVE,RATE_PER_100,0.1683,,PUBLISHED
19E688D,Antibiotic consumption pattern,GLASSAMC_AWARE,705,Slovenia,2020,YEAR,RESERVE,RATE_PER_100,0.2339,,PUBLISHED
19E688D,Antibiotic consumption pattern,GLASSAMC_AWARE,705,Slovenia,2021,YEAR,RESERVE,RATE_PER_100,0.3826,,PUBLISHED
19E688D,Antibiotic consumption pattern,GLASSAMC_AWARE,752,Sweden,2016,YEAR,RESERVE,RATE_PER_100,0.1401,,PUBLISHED
19E688D,Antibiotic consumption pattern,GLASSAMC_AWARE,752,Sweden,2017,YEAR,RESERVE,RATE_PER_100,0.1387,,PUBLISHED
19E688D,Antibiotic consumption pattern,GLASSAMC_AWARE,752,Sweden,2018,YEAR,RESERVE,RATE_PER_100,0.1464,,PUBLISHED
19E688D,Antibiotic consumption pattern,GLASSAMC_AWARE,752,Sweden,2019,YEAR,RESERVE,RATE_PER_100,0.1813,,PUBLISHED
19E688D,Antibiotic consumption pattern,GLASSAMC_AWARE,752,Sweden,2020,YEAR,RESERVE,RATE_PER_100,0.2248,,PUBLISHED
19E688D,Antibiotic consumption pattern,GLASSAMC_AWARE,752,Sweden,2021,YEAR,RESERVE,RATE_PER_100,0.2617,,PUBLISHED
19E688D,Antibiotic consumption pattern,GLASSAMC_AWARE,762,Tajikistan,2016,YEAR,RESERVE,RATE_PER_100,0.0371,,PUBLISHED
19E688D,Antibiotic consumption pattern,GLASSAMC_AWARE,762,Tajikistan,2017,YEAR,RESERVE,RATE_PER_100,0.0119,,PUBLISHED
19E688D,Antibiotic consumption pattern,GLASSAMC_AWARE,762,Tajikistan,2018,YEAR,RESERVE,RATE_PER_100,0.1353,,PUBLISHED
19E688D,Antibiotic consumption pattern,GLASSAMC_AWARE,762,Tajikistan,2019,YEAR,RESERVE,RATE_PER_100,0.0946,,PUBLISHED
19E688D,Antibiotic consumption pattern,GLASSAMC_AWARE,762,Tajikistan,2020,YEAR,RESERVE,RATE_PER_100,0.1169,,PUBLISHED
19E688D,Antibiotic consumption pattern,GLASSAMC_AWARE,762,Tajikistan,2021,YEAR,RESERVE,RATE_PER_100,1.1274,,PUBLISHED
19E688D,Antibiotic consumption pattern,GLASSAMC_AWARE,626,Timor-Leste,2016,YEAR,RESERVE,RATE_PER_100,0,"Only consumption in the public sector reported, Only consumption in the community reported",PUBLISHED
19E688D,Antibiotic consumption pattern,GLASSAMC_AWARE,626,Timor-Leste,2017,YEAR,RESERVE,RATE_PER_100,0,"Only consumption in the public sector reported, Only consumption in the community reported",PUBLISHED
19E688D,Antibiotic consumption pattern,GLASSAMC_AWARE,626,Timor-Leste,2018,YEAR,RESERVE,RATE_PER_100,0,"Only consumption in the public sector reported, Only consumption in the community reported",PUBLISHED
19E688D,Antibiotic consumption pattern,GLASSAMC_AWARE,626,Timor-Leste,2019,YEAR,RESERVE,RATE_PER_100,0,"Only consumption in the public sector reported, Only consumption in the community reported",PUBLISHED
19E688D,Antibiotic consumption pattern,GLASSAMC_AWARE,788,Tunisia,2016,YEAR,RESERVE,RATE_PER_100,0.0613,For antibiotics: only J01 and P01AB reported,PUBLISHED
19E688D,Antibiotic consumption pattern,GLASSAMC_AWARE,788,Tunisia,2017,YEAR,RESERVE,RATE_PER_100,0.0232,For antibiotics: only J01 and P01AB reported,PUBLISHED
19E688D,Antibiotic consumption pattern,GLASSAMC_AWARE,788,Tunisia,2018,YEAR,RESERVE,RATE_PER_100,0.0249,For antibiotics: only J01 and P01AB reported,PUBLISHED
19E688D,Antibiotic consumption pattern,GLASSAMC_AWARE,788,Tunisia,2019,YEAR,RESERVE,RATE_PER_100,0.0367,For antibiotics: only J01 and P01AB reported,PUBLISHED
19E688D,Antibiotic consumption pattern,GLASSAMC_AWARE,788,Tunisia,2020,YEAR,RESERVE,RATE_PER_100,0.0332,For antibiotics: only J01 and P01AB reported,PUBLISHED
19E688D,Antibiotic consumption pattern,GLASSAMC_AWARE,788,Tunisia,2021,YEAR,RESERVE,RATE_PER_100,0.0461,For antibiotics: only J01 and P01AB reported,PUBLISHED
19E688D,Antibiotic consumption pattern,GLASSAMC_AWARE,834,United Republic of Tanzania,2017,YEAR,RESERVE,RATE_PER_100,0,For antibiotics: only J01 and P01AB reported,PUBLISHED
19E688D,Antibiotic consumption pattern,GLASSAMC_AWARE,834,United Republic of Tanzania,2018,YEAR,RESERVE,RATE_PER_100,0,For antibiotics: only J01 and P01AB reported,PUBLISHED
19E688D,Antibiotic consumption pattern,GLASSAMC_AWARE,834,United Republic of Tanzania,2019,YEAR,RESERVE,RATE_PER_100,0.0001,For antibiotics: only J01 and P01AB reported,PUBLISHED
19E688D,Antibiotic consumption pattern,GLASSAMC_AWARE,800,Uganda,2018,YEAR,RESERVE,RATE_PER_100,0.0342,Data is likely to overestimate consumption,PUBLISHED
19E688D,Antibiotic consumption pattern,GLASSAMC_AWARE,800,Uganda,2019,YEAR,RESERVE,RATE_PER_100,0.0241,Data is likely to overestimate consumption,PUBLISHED
19E688D,Antibiotic consumption pattern,GLASSAMC_AWARE,800,Uganda,2020,YEAR,RESERVE,RATE_PER_100,0.0096,Data is likely to overestimate consumption,PUBLISHED
19E688D,Antibiotic consumption pattern,GLASSAMC_AWARE,800,Uganda,2021,YEAR,RESERVE,RATE_PER_100,0.0205,,PUBLISHED
19E688D,Antibiotic consumption pattern,GLASSAMC_AWARE,800,Uganda,2021,YEAR,NULL_Z,RATE_PER_100,0.5986,,PUBLISHED
19E688D,Antibiotic consumption pattern,GLASSAMC_AWARE,800,Uganda,2020,YEAR,NULL_Z,RATE_PER_100,8.9985,Data is likely to overestimate consumption,PUBLISHED
19E688D,Antibiotic consumption pattern,GLASSAMC_AWARE,800,Uganda,2019,YEAR,NULL_Z,RATE_PER_100,11.7993,Data is likely to overestimate consumption,PUBLISHED
19E688D,Antibiotic consumption pattern,GLASSAMC_AWARE,800,Uganda,2018,YEAR,NULL_Z,RATE_PER_100,10.2,Data is likely to overestimate consumption,PUBLISHED
19E688D,Antibiotic consumption pattern,GLASSAMC_AWARE,834,United Republic of Tanzania,2019,YEAR,NULL_Z,RATE_PER_100,5.9374,For antibiotics: only J01 and P01AB reported,PUBLISHED
19E688D,Antibiotic consumption pattern,GLASSAMC_AWARE,834,United Republic of Tanzania,2018,YEAR,NULL_Z,RATE_PER_100,5.5424,For antibiotics: only J01 and P01AB reported,PUBLISHED
19E688D,Antibiotic consumption pattern,GLASSAMC_AWARE,834,United Republic of Tanzania,2017,YEAR,NULL_Z,RATE_PER_100,2.7535,For antibiotics: only J01 and P01AB reported,PUBLISHED
19E688D,Antibiotic consumption pattern,GLASSAMC_AWARE,788,Tunisia,2021,YEAR,NULL_Z,RATE_PER_100,3.8843,For antibiotics: only J01 and P01AB reported,PUBLISHED
19E688D,Antibiotic consumption pattern,GLASSAMC_AWARE,788,Tunisia,2020,YEAR,NULL_Z,RATE_PER_100,3.6004,For antibiotics: only J01 and P01AB reported,PUBLISHED
19E688D,Antibiotic consumption pattern,GLASSAMC_AWARE,788,Tunisia,2019,YEAR,NULL_Z,RATE_PER_100,2.8108,For antibiotics: only J01 and P01AB reported,PUBLISHED
19E688D,Antibiotic consumption pattern,GLASSAMC_AWARE,788,Tunisia,2018,YEAR,NULL_Z,RATE_PER_100,2.3389,For antibiotics: only J01 and P01AB reported,PUBLISHED
19E688D,Antibiotic consumption pattern,GLASSAMC_AWARE,788,Tunisia,2017,YEAR,NULL_Z,RATE_PER_100,0.0031,For antibiotics: only J01 and P01AB reported,PUBLISHED
19E688D,Antibiotic consumption pattern,GLASSAMC_AWARE,788,Tunisia,2016,YEAR,NULL_Z,RATE_PER_100,0.0051,For antibiotics: only J01 and P01AB reported,PUBLISHED
19E688D,Antibiotic consumption pattern,GLASSAMC_AWARE,626,Timor-Leste,2019,YEAR,NULL_Z,RATE_PER_100,2.057,"Only consumption in the public sector reported, Only consumption in the community reported",PUBLISHED
19E688D,Antibiotic consumption pattern,GLASSAMC_AWARE,626,Timor-Leste,2018,YEAR,NULL_Z,RATE_PER_100,0.4743,"Only consumption in the public sector reported, Only consumption in the community reported",PUBLISHED
19E688D,Antibiotic consumption pattern,GLASSAMC_AWARE,626,Timor-Leste,2017,YEAR,NULL_Z,RATE_PER_100,2.057,"Only consumption in the public sector reported, Only consumption in the community reported",PUBLISHED
19E688D,Antibiotic consumption pattern,GLASSAMC_AWARE,626,Timor-Leste,2016,YEAR,NULL_Z,RATE_PER_100,0.4743,"Only consumption in the public sector reported, Only consumption in the community reported",PUBLISHED
19E688D,Antibiotic consumption pattern,GLASSAMC_AWARE,762,Tajikistan,2021,YEAR,NULL_Z,RATE_PER_100,4.9137,,PUBLISHED
19E688D,Antibiotic consumption pattern,GLASSAMC_AWARE,762,Tajikistan,2020,YEAR,NULL_Z,RATE_PER_100,2.9345,,PUBLISHED
19E688D,Antibiotic consumption pattern,GLASSAMC_AWARE,762,Tajikistan,2019,YEAR,NULL_Z,RATE_PER_100,2.3052,,PUBLISHED
19E688D,Antibiotic consumption pattern,GLASSAMC_AWARE,762,Tajikistan,2018,YEAR,NULL_Z,RATE_PER_100,4.3272,,PUBLISHED
19E688D,Antibiotic consumption pattern,GLASSAMC_AWARE,762,Tajikistan,2017,YEAR,NULL_Z,RATE_PER_100,5.219,,PUBLISHED
19E688D,Antibiotic consumption pattern,GLASSAMC_AWARE,762,Tajikistan,2016,YEAR,NULL_Z,RATE_PER_100,5.3041,,PUBLISHED
19E688D,Antibiotic consumption pattern,GLASSAMC_AWARE,752,Sweden,2021,YEAR,NULL_Z,RATE_PER_100,8.4499,,PUBLISHED
19E688D,Antibiotic consumption pattern,GLASSAMC_AWARE,752,Sweden,2020,YEAR,NULL_Z,RATE_PER_100,8.617,,PUBLISHED
19E688D,Antibiotic consumption pattern,GLASSAMC_AWARE,752,Sweden,2019,YEAR,NULL_Z,RATE_PER_100,8.1059,,PUBLISHED
19E688D,Antibiotic consumption pattern,GLASSAMC_AWARE,752,Sweden,2018,YEAR,NULL_Z,RATE_PER_100,10.1741,,PUBLISHED
19E688D,Antibiotic consumption pattern,GLASSAMC_AWARE,752,Sweden,2017,YEAR,NULL_Z,RATE_PER_100,10.2311,,PUBLISHED
19E688D,Antibiotic consumption pattern,GLASSAMC_AWARE,752,Sweden,2016,YEAR,NULL_Z,RATE_PER_100,9.4134,,PUBLISHED
19E688D,Antibiotic consumption pattern,GLASSAMC_AWARE,705,Slovenia,2021,YEAR,NULL_Z,RATE_PER_100,5.6526,,PUBLISHED
19E688D,Antibiotic consumption pattern,GLASSAMC_AWARE,705,Slovenia,2020,YEAR,NULL_Z,RATE_PER_100,7.0966,,PUBLISHED
19E688D,Antibiotic consumption pattern,GLASSAMC_AWARE,705,Slovenia,2019,YEAR,NULL_Z,RATE_PER_100,11.0102,,PUBLISHED
19E688D,Antibiotic consumption pattern,GLASSAMC_AWARE,705,Slovenia,2018,YEAR,NULL_Z,RATE_PER_100,11.5926,,PUBLISHED
19E688D,Antibiotic consumption pattern,GLASSAMC_AWARE,705,Slovenia,2017,YEAR,NULL_Z,RATE_PER_100,12.0311,,PUBLISHED
19E688D,Antibiotic consumption pattern,GLASSAMC_AWARE,705,Slovenia,2016,YEAR,NULL_Z,RATE_PER_100,10.4344,,PUBLISHED
19E688D,Antibiotic consumption pattern,GLASSAMC_AWARE,729,Sudan,2021,YEAR,NULL_Z,RATE_PER_100,0,For antibiotics: only A07AA and J01 reported,PUBLISHED
19E688D,Antibiotic consumption pattern,GLASSAMC_AWARE,643,Russian Federation,2021,YEAR,NULL_Z,RATE_PER_100,2.428,,PUBLISHED
19E688D,Antibiotic consumption pattern,GLASSAMC_AWARE,643,Russian Federation,2020,YEAR,NULL_Z,RATE_PER_100,2.9229,,PUBLISHED
19E688D,Antibiotic consumption pattern,GLASSAMC_AWARE,643,Russian Federation,2019,YEAR,NULL_Z,RATE_PER_100,4.7079,,PUBLISHED
19E688D,Antibiotic consumption pattern,GLASSAMC_AWARE,643,Russian Federation,2018,YEAR,NULL_Z,RATE_PER_100,4.3467,,PUBLISHED
19E688D,Antibiotic consumption pattern,GLASSAMC_AWARE,643,Russian Federation,2017,YEAR,NULL_Z,RATE_PER_100,6.3605,,PUBLISHED
19E688D,Antibiotic consumption pattern,GLASSAMC_AWARE,643,Russian Federation,2016,YEAR,NULL_Z,RATE_PER_100,3.9186,,PUBLISHED
19E688D,Antibiotic consumption pattern,GLASSAMC_AWARE,642,Romania,2021,YEAR,NULL_Z,RATE_PER_100,1.1446,,PUBLISHED
19E688D,Antibiotic consumption pattern,GLASSAMC_AWARE,642,Romania,2020,YEAR,NULL_Z,RATE_PER_100,1.2955,,PUBLISHED
19E688D,Antibiotic consumption pattern,GLASSAMC_AWARE,642,Romania,2019,YEAR,NULL_Z,RATE_PER_100,1.4187,,PUBLISHED
19E688D,Antibiotic consumption pattern,GLASSAMC_AWARE,642,Romania,2018,YEAR,NULL_Z,RATE_PER_100,1.6373,,PUBLISHED
19E688D,Antibiotic consumption pattern,GLASSAMC_AWARE,642,Romania,2017,YEAR,NULL_Z,RATE_PER_100,1.661,,PUBLISHED
19E688D,Antibiotic consumption pattern,GLASSAMC_AWARE,642,Romania,2016,YEAR,NULL_Z,RATE_PER_100,1.3713,,PUBLISHED
19E688D,Antibiotic consumption pattern,GLASSAMC_AWARE,634,Qatar,2021,YEAR,NULL_Z,RATE_PER_100,0.0051,Only consumption in the public sector reported,PUBLISHED
19E688D,Antibiotic consumption pattern,GLASSAMC_AWARE,620,Portugal,2021,YEAR,NULL_Z,RATE_PER_100,0.2313,,PUBLISHED
19E688D,Antibiotic consumption pattern,GLASSAMC_AWARE,620,Portugal,2020,YEAR,NULL_Z,RATE_PER_100,0.2162,,PUBLISHED
19E688D,Antibiotic consumption pattern,GLASSAMC_AWARE,620,Portugal,2019,YEAR,NULL_Z,RATE_PER_100,0.1897,,PUBLISHED
19E688D,Antibiotic consumption pattern,GLASSAMC_AWARE,620,Portugal,2018,YEAR,NULL_Z,RATE_PER_100,0.2103,,PUBLISHED
19E688D,Antibiotic consumption pattern,GLASSAMC_AWARE,620,Portugal,2017,YEAR,NULL_Z,RATE_PER_100,0.2432,,PUBLISHED
19E688D,Antibiotic consumption pattern,GLASSAMC_AWARE,620,Portugal,2016,YEAR,NULL_Z,RATE_PER_100,0.1828,,PUBLISHED
19E688D,Antibiotic consumption pattern,GLASSAMC_AWARE,616,Poland,2021,YEAR,NULL_Z,RATE_PER_100,1.0589,,PUBLISHED
19E688D,Antibiotic consumption pattern,GLASSAMC_AWARE,616,Poland,2020,YEAR,NULL_Z,RATE_PER_100,1.2007,,PUBLISHED
19E688D,Antibiotic consumption pattern,GLASSAMC_AWARE,616,Poland,2019,YEAR,NULL_Z,RATE_PER_100,1.1348,,PUBLISHED
19E688D,Antibiotic consumption pattern,GLASSAMC_AWARE,616,Poland,2018,YEAR,NULL_Z,RATE_PER_100,1.1375,,PUBLISHED
19E688D,Antibiotic consumption pattern,GLASSAMC_AWARE,616,Poland,2017,YEAR,NULL_Z,RATE_PER_100,1.1361,,PUBLISHED
19E688D,Antibiotic consumption pattern,GLASSAMC_AWARE,616,Poland,2016,YEAR,NULL_Z,RATE_PER_100,1.3398,,PUBLISHED
19E688D,Antibiotic consumption pattern,GLASSAMC_AWARE,604,Peru,2021,YEAR,NULL_Z,RATE_PER_100,0.0043,Only consumption in the public sector reported,PUBLISHED
19E688D,Antibiotic consumption pattern,GLASSAMC_AWARE,604,Peru,2020,YEAR,NULL_Z,RATE_PER_100,0.0125,Only consumption in the public sector reported,PUBLISHED
19E688D,Antibiotic consumption pattern,GLASSAMC_AWARE,604,Peru,2019,YEAR,NULL_Z,RATE_PER_100,0,Only consumption in the public sector reported,PUBLISHED
19E688D,Antibiotic consumption pattern,GLASSAMC_AWARE,512,Oman,2021,YEAR,NULL_Z,RATE_PER_100,0,"Only consumption in the public sector reported, For antibiotics: only A07AA and J01 reported",PUBLISHED
19E688D,Antibiotic consumption pattern,GLASSAMC_AWARE,524,Nepal,2021,YEAR,NULL_Z,RATE_PER_100,15.3513,,PUBLISHED
19E688D,Antibiotic consumption pattern,GLASSAMC_AWARE,524,Nepal,2020,YEAR,NULL_Z,RATE_PER_100,17.4963,,PUBLISHED
