IND_UUID,IND_NAME,IND_CODE,DIM_GEO_CODE_M49,GEO_NAME_SHORT,DIM_TIME,DIM_TIME_TYPE,DIM_SEX,DIM_AGE,DIM_ENV_BURDEN,DIM_VALUE_TYPE,VALUE_NUMERIC,VALUE_NUMERIC_LOWER,VALUE_NUMERIC_UPPER,DIM_PUBLISH_STATE_CODE
E2FC6D7,Air pollution deaths (age-standardized),SDGAIRBODA,954,Americas,2019,YEAR,Female,25 to 29 years,Stroke,RATE_PER_100000,0.02371,0.01332,0.0334,PUBLISHED
E2FC6D7,Air pollution deaths (age-standardized),SDGAIRBODA,954,Americas,2019,YEAR,Female,25 to 29 years,Chronic obstructive pulmonary disease,RATE_PER_100000,0.00304,0.00138,0.00527,PUBLISHED
E2FC6D7,Air pollution deaths (age-standardized),SDGAIRBODA,954,Americas,2019,YEAR,Female,30 to 34 years,"Trachea, bronchus, lung cancers",RATE_PER_100000,0.0039,0.00249,0.00563,PUBLISHED
E2FC6D7,Air pollution deaths (age-standardized),SDGAIRBODA,954,Americas,2019,YEAR,Female,35 to 39 years,Lower respiratory infections,RATE_PER_100000,0.05304,0.03779,0.07142,PUBLISHED
E2FC6D7,Air pollution deaths (age-standardized),SDGAIRBODA,954,Americas,2019,YEAR,Total,80 plus years,Stroke,RATE_PER_100000,1.48141,0.75259,2.34526,PUBLISHED
E2FC6D7,Air pollution deaths (age-standardized),SDGAIRBODA,954,Americas,2019,YEAR,Total,Total years,Ischaemic heart disease,RATE_PER_100000,15.13654,9.63879,19.85157,PUBLISHED
E2FC6D7,Air pollution deaths (age-standardized),SDGAIRBODA,954,Americas,2019,YEAR,Total,Total years,Stroke,RATE_PER_100000,4.74388,2.57371,7.04663,PUBLISHED
E2FC6D7,Air pollution deaths (age-standardized),SDGAIRBODA,954,Americas,2019,YEAR,Female,15 to 19 years,Lower respiratory infections,RATE_PER_100000,0.02777,0.02055,0.03612,PUBLISHED
E2FC6D7,Air pollution deaths (age-standardized),SDGAIRBODA,954,Americas,2019,YEAR,Female,20 to 24 years,Lower respiratory infections,RATE_PER_100000,0.03091,0.02248,0.04081,PUBLISHED
E2FC6D7,Air pollution deaths (age-standardized),SDGAIRBODA,954,Americas,2019,YEAR,Female,25 to 29 years,Lower respiratory infections,RATE_PER_100000,0.03542,0.02584,0.0468,PUBLISHED
E2FC6D7,Air pollution deaths (age-standardized),SDGAIRBODA,954,Americas,2019,YEAR,Female,35 to 39 years,Stroke,RATE_PER_100000,0.05959,0.03332,0.08502,PUBLISHED
E2FC6D7,Air pollution deaths (age-standardized),SDGAIRBODA,954,Americas,2019,YEAR,Female,40 to 44 years,Stroke,RATE_PER_100000,0.08906,0.04952,0.12754,PUBLISHED
E2FC6D7,Air pollution deaths (age-standardized),SDGAIRBODA,954,Americas,2019,YEAR,Female,45 to 49 years,Lower respiratory infections,RATE_PER_100000,0.08188,0.05561,0.11415,PUBLISHED
E2FC6D7,Air pollution deaths (age-standardized),SDGAIRBODA,954,Americas,2019,YEAR,Female,45 to 49 years,Ischaemic heart disease,RATE_PER_100000,0.23919,0.15558,0.31235,PUBLISHED
E2FC6D7,Air pollution deaths (age-standardized),SDGAIRBODA,954,Americas,2019,YEAR,Female,45 to 49 years,Stroke,RATE_PER_100000,0.12751,0.07025,0.18386,PUBLISHED
E2FC6D7,Air pollution deaths (age-standardized),SDGAIRBODA,954,Americas,2019,YEAR,Female,45 to 49 years,Chronic obstructive pulmonary disease,RATE_PER_100000,0.02435,0.00968,0.04748,PUBLISHED
E2FC6D7,Air pollution deaths (age-standardized),SDGAIRBODA,954,Americas,2019,YEAR,Female,35 to 39 years,Chronic obstructive pulmonary disease,RATE_PER_100000,0.00673,0.00297,0.01206,PUBLISHED
E2FC6D7,Air pollution deaths (age-standardized),SDGAIRBODA,954,Americas,2019,YEAR,Female,40 to 44 years,Lower respiratory infections,RATE_PER_100000,0.06347,0.04437,0.0865,PUBLISHED
E2FC6D7,Air pollution deaths (age-standardized),SDGAIRBODA,954,Americas,2019,YEAR,Female,40 to 44 years,"Trachea, bronchus, lung cancers",RATE_PER_100000,0.01597,0.01017,0.02356,PUBLISHED
E2FC6D7,Air pollution deaths (age-standardized),SDGAIRBODA,954,Americas,2019,YEAR,Female,40 to 44 years,Ischaemic heart disease,RATE_PER_100000,0.14879,0.09719,0.19387,PUBLISHED
E2FC6D7,Air pollution deaths (age-standardized),SDGAIRBODA,954,Americas,2019,YEAR,Female,50 to 54 years,Stroke,RATE_PER_100000,0.17603,0.0971,0.25517,PUBLISHED
E2FC6D7,Air pollution deaths (age-standardized),SDGAIRBODA,954,Americas,2019,YEAR,Female,55 to 59 years,"Trachea, bronchus, lung cancers",RATE_PER_100000,0.09176,0.05317,0.14507,PUBLISHED
E2FC6D7,Air pollution deaths (age-standardized),SDGAIRBODA,954,Americas,2019,YEAR,Female,55 to 59 years,Stroke,RATE_PER_100000,0.21104,0.11624,0.30894,PUBLISHED
E2FC6D7,Air pollution deaths (age-standardized),SDGAIRBODA,954,Americas,2019,YEAR,Female,60 to 64 years,Lower respiratory infections,RATE_PER_100000,0.17278,0.11076,0.24829,PUBLISHED
E2FC6D7,Air pollution deaths (age-standardized),SDGAIRBODA,954,Americas,2019,YEAR,Female,60 to 64 years,Ischaemic heart disease,RATE_PER_100000,0.74483,0.47137,0.98182,PUBLISHED
E2FC6D7,Air pollution deaths (age-standardized),SDGAIRBODA,954,Americas,2019,YEAR,Female,65 to 69 years,Lower respiratory infections,RATE_PER_100000,0.23287,0.15041,0.33318,PUBLISHED
E2FC6D7,Air pollution deaths (age-standardized),SDGAIRBODA,954,Americas,2019,YEAR,Female,65 to 69 years,Chronic obstructive pulmonary disease,RATE_PER_100000,0.21874,0.07792,0.46253,PUBLISHED
E2FC6D7,Air pollution deaths (age-standardized),SDGAIRBODA,954,Americas,2019,YEAR,Female,70 to 74 years,Lower respiratory infections,RATE_PER_100000,0.30413,0.18855,0.44317,PUBLISHED
E2FC6D7,Air pollution deaths (age-standardized),SDGAIRBODA,954,Americas,2019,YEAR,Female,50 to 54 years,"Trachea, bronchus, lung cancers",RATE_PER_100000,0.05687,0.03378,0.08775,PUBLISHED
E2FC6D7,Air pollution deaths (age-standardized),SDGAIRBODA,954,Americas,2019,YEAR,Female,55 to 59 years,Lower respiratory infections,RATE_PER_100000,0.1376,0.08983,0.19587,PUBLISHED
E2FC6D7,Air pollution deaths (age-standardized),SDGAIRBODA,954,Americas,2019,YEAR,Female,55 to 59 years,Chronic obstructive pulmonary disease,RATE_PER_100000,0.10438,0.03693,0.22314,PUBLISHED
E2FC6D7,Air pollution deaths (age-standardized),SDGAIRBODA,954,Americas,2019,YEAR,Female,70 to 74 years,"Trachea, bronchus, lung cancers",RATE_PER_100000,0.12808,0.07317,0.20557,PUBLISHED
E2FC6D7,Air pollution deaths (age-standardized),SDGAIRBODA,954,Americas,2019,YEAR,Female,75 to 79 years,Lower respiratory infections,RATE_PER_100000,0.42014,0.26496,0.60609,PUBLISHED
E2FC6D7,Air pollution deaths (age-standardized),SDGAIRBODA,954,Americas,2019,YEAR,Female,80 plus years,Stroke,RATE_PER_100000,1.49902,0.76804,2.37019,PUBLISHED
E2FC6D7,Air pollution deaths (age-standardized),SDGAIRBODA,954,Americas,2019,YEAR,Female,80 plus years,Chronic obstructive pulmonary disease,RATE_PER_100000,1.0638,0.38331,2.15598,PUBLISHED
E2FC6D7,Air pollution deaths (age-standardized),SDGAIRBODA,954,Americas,2019,YEAR,Female,Total years,Total,RATE_PER_100000,26.49298,20.80295,32.36061,PUBLISHED
E2FC6D7,Air pollution deaths (age-standardized),SDGAIRBODA,954,Americas,2019,YEAR,Male,25 to 29 years,Chronic obstructive pulmonary disease,RATE_PER_100000,0.00391,0.00161,0.00722,PUBLISHED
E2FC6D7,Air pollution deaths (age-standardized),SDGAIRBODA,954,Americas,2019,YEAR,Male,35 to 39 years,Lower respiratory infections,RATE_PER_100000,0.09066,0.06083,0.12642,PUBLISHED
E2FC6D7,Air pollution deaths (age-standardized),SDGAIRBODA,954,Americas,2019,YEAR,Male,35 to 39 years,"Trachea, bronchus, lung cancers",RATE_PER_100000,0.00726,0.00444,0.0109,PUBLISHED
E2FC6D7,Air pollution deaths (age-standardized),SDGAIRBODA,954,Americas,2019,YEAR,Male,35 to 39 years,Ischaemic heart disease,RATE_PER_100000,0.20976,0.13333,0.27613,PUBLISHED
E2FC6D7,Air pollution deaths (age-standardized),SDGAIRBODA,954,Americas,2019,YEAR,Female,70 to 74 years,Stroke,RATE_PER_100000,0.41989,0.22636,0.62526,PUBLISHED
E2FC6D7,Air pollution deaths (age-standardized),SDGAIRBODA,954,Americas,2019,YEAR,Female,70 to 74 years,Chronic obstructive pulmonary disease,RATE_PER_100000,0.31498,0.10813,0.67231,PUBLISHED
E2FC6D7,Air pollution deaths (age-standardized),SDGAIRBODA,954,Americas,2019,YEAR,Female,75 to 79 years,Ischaemic heart disease,RATE_PER_100000,1.39174,0.87355,1.83291,PUBLISHED
E2FC6D7,Air pollution deaths (age-standardized),SDGAIRBODA,954,Americas,2019,YEAR,Female,75 to 79 years,Stroke,RATE_PER_100000,0.53032,0.2842,0.793,PUBLISHED
E2FC6D7,Air pollution deaths (age-standardized),SDGAIRBODA,954,Americas,2019,YEAR,Female,Total years,Lower respiratory infections,RATE_PER_100000,4.87434,3.36073,6.73835,PUBLISHED
E2FC6D7,Air pollution deaths (age-standardized),SDGAIRBODA,954,Americas,2019,YEAR,Male,15 to 19 years,Lower respiratory infections,RATE_PER_100000,0.03796,0.02695,0.05105,PUBLISHED
E2FC6D7,Air pollution deaths (age-standardized),SDGAIRBODA,954,Americas,2019,YEAR,Male,25 to 29 years,"Trachea, bronchus, lung cancers",RATE_PER_100000,0.00275,0.00175,0.00398,PUBLISHED
E2FC6D7,Air pollution deaths (age-standardized),SDGAIRBODA,954,Americas,2019,YEAR,Male,25 to 29 years,Ischaemic heart disease,RATE_PER_100000,0.06718,0.04368,0.08708,PUBLISHED
E2FC6D7,Air pollution deaths (age-standardized),SDGAIRBODA,954,Americas,2019,YEAR,Male,30 to 34 years,Lower respiratory infections,RATE_PER_100000,0.06296,0.04369,0.08675,PUBLISHED
E2FC6D7,Air pollution deaths (age-standardized),SDGAIRBODA,954,Americas,2019,YEAR,Male,30 to 34 years,Ischaemic heart disease,RATE_PER_100000,0.11902,0.07613,0.15542,PUBLISHED
E2FC6D7,Air pollution deaths (age-standardized),SDGAIRBODA,954,Americas,2019,YEAR,Male,35 to 39 years,Stroke,RATE_PER_100000,0.05773,0.0306,0.08575,PUBLISHED
E2FC6D7,Air pollution deaths (age-standardized),SDGAIRBODA,954,Americas,2019,YEAR,Male,35 to 39 years,Chronic obstructive pulmonary disease,RATE_PER_100000,0.00975,0.00392,0.01848,PUBLISHED
E2FC6D7,Air pollution deaths (age-standardized),SDGAIRBODA,954,Americas,2019,YEAR,Male,45 to 49 years,"Trachea, bronchus, lung cancers",RATE_PER_100000,0.02743,0.01605,0.04252,PUBLISHED
E2FC6D7,Air pollution deaths (age-standardized),SDGAIRBODA,954,Americas,2019,YEAR,Male,55 to 59 years,Stroke,RATE_PER_100000,0.25046,0.13028,0.38266,PUBLISHED
E2FC6D7,Air pollution deaths (age-standardized),SDGAIRBODA,954,Americas,2019,YEAR,Male,55 to 59 years,Chronic obstructive pulmonary disease,RATE_PER_100000,0.11356,0.03861,0.2458,PUBLISHED
E2FC6D7,Air pollution deaths (age-standardized),SDGAIRBODA,954,Americas,2019,YEAR,Male,60 to 64 years,Lower respiratory infections,RATE_PER_100000,0.25825,0.15959,0.37736,PUBLISHED
E2FC6D7,Air pollution deaths (age-standardized),SDGAIRBODA,954,Americas,2019,YEAR,Male,60 to 64 years,"Trachea, bronchus, lung cancers",RATE_PER_100000,0.15905,0.08847,0.25572,PUBLISHED
E2FC6D7,Air pollution deaths (age-standardized),SDGAIRBODA,954,Americas,2019,YEAR,Male,60 to 64 years,Ischaemic heart disease,RATE_PER_100000,1.61786,0.99287,2.14371,PUBLISHED
E2FC6D7,Air pollution deaths (age-standardized),SDGAIRBODA,954,Americas,2019,YEAR,Male,65 to 69 years,Lower respiratory infections,RATE_PER_100000,0.34384,0.21212,0.50357,PUBLISHED
E2FC6D7,Air pollution deaths (age-standardized),SDGAIRBODA,954,Americas,2019,YEAR,Male,70 to 74 years,Chronic obstructive pulmonary disease,RATE_PER_100000,0.44757,0.15004,0.96263,PUBLISHED
E2FC6D7,Air pollution deaths (age-standardized),SDGAIRBODA,954,Americas,2019,YEAR,Male,40 to 44 years,Lower respiratory infections,RATE_PER_100000,0.11105,0.07373,0.15581,PUBLISHED
E2FC6D7,Air pollution deaths (age-standardized),SDGAIRBODA,954,Americas,2019,YEAR,Male,40 to 44 years,"Trachea, bronchus, lung cancers",RATE_PER_100000,0.01475,0.00885,0.02222,PUBLISHED
E2FC6D7,Air pollution deaths (age-standardized),SDGAIRBODA,954,Americas,2019,YEAR,Male,40 to 44 years,Stroke,RATE_PER_100000,0.08846,0.04705,0.13153,PUBLISHED
E2FC6D7,Air pollution deaths (age-standardized),SDGAIRBODA,954,Americas,2019,YEAR,Male,40 to 44 years,Chronic obstructive pulmonary disease,RATE_PER_100000,0.01426,0.00567,0.02744,PUBLISHED
E2FC6D7,Air pollution deaths (age-standardized),SDGAIRBODA,954,Americas,2019,YEAR,Male,60 to 64 years,Stroke,RATE_PER_100000,0.34375,0.17857,0.52435,PUBLISHED
E2FC6D7,Air pollution deaths (age-standardized),SDGAIRBODA,954,Americas,2019,YEAR,Male,70 to 74 years,Lower respiratory infections,RATE_PER_100000,0.43566,0.26175,0.64469,PUBLISHED
E2FC6D7,Air pollution deaths (age-standardized),SDGAIRBODA,954,Americas,2019,YEAR,Male,70 to 74 years,"Trachea, bronchus, lung cancers",RATE_PER_100000,0.21707,0.12101,0.34966,PUBLISHED
E2FC6D7,Air pollution deaths (age-standardized),SDGAIRBODA,954,Americas,2019,YEAR,Male,70 to 74 years,Ischaemic heart disease,RATE_PER_100000,2.1625,1.32414,2.86275,PUBLISHED
E2FC6D7,Air pollution deaths (age-standardized),SDGAIRBODA,954,Americas,2019,YEAR,Male,75 to 79 years,Lower respiratory infections,RATE_PER_100000,0.55792,0.34326,0.81995,PUBLISHED
E2FC6D7,Air pollution deaths (age-standardized),SDGAIRBODA,954,Americas,2019,YEAR,Male,80 plus years,Lower respiratory infections,RATE_PER_100000,1.8285,1.1024,2.70963,PUBLISHED
E2FC6D7,Air pollution deaths (age-standardized),SDGAIRBODA,954,Americas,2019,YEAR,Male,80 plus years,Chronic obstructive pulmonary disease,RATE_PER_100000,1.41276,0.49002,2.92972,PUBLISHED
E2FC6D7,Air pollution deaths (age-standardized),SDGAIRBODA,954,Americas,2019,YEAR,Male,Total years,Lower respiratory infections,RATE_PER_100000,6.24794,4.13988,8.80273,PUBLISHED
E2FC6D7,Air pollution deaths (age-standardized),SDGAIRBODA,954,Americas,2019,YEAR,Male,75 to 79 years,"Trachea, bronchus, lung cancers",RATE_PER_100000,0.19623,0.11038,0.31205,PUBLISHED
E2FC6D7,Air pollution deaths (age-standardized),SDGAIRBODA,954,Americas,2019,YEAR,Male,75 to 79 years,Ischaemic heart disease,RATE_PER_100000,2.2376,1.37633,2.96984,PUBLISHED
E2FC6D7,Air pollution deaths (age-standardized),SDGAIRBODA,954,Americas,2019,YEAR,Male,75 to 79 years,Chronic obstructive pulmonary disease,RATE_PER_100000,0.54419,0.18876,1.1421,PUBLISHED
E2FC6D7,Air pollution deaths (age-standardized),SDGAIRBODA,954,Americas,2019,YEAR,Male,Total years,Total,RATE_PER_100000,36.66047,28.08435,45.5303,PUBLISHED
E2FC6D7,Air pollution deaths (age-standardized),SDGAIRBODA,954,Americas,2019,YEAR,Male,Total years,Ischaemic heart disease,RATE_PER_100000,18.75015,11.76812,24.73282,PUBLISHED
E2FC6D7,Air pollution deaths (age-standardized),SDGAIRBODA,784,United Arab Emirates,2019,YEAR,Total,Stroke,,RATE_PER_100000,13.98966,7.61089,21.1222,PUBLISHED
E2FC6D7,Air pollution deaths (age-standardized),SDGAIRBODA,784,United Arab Emirates,2019,YEAR,Female,Chronic obstructive pulmonary disease,,RATE_PER_100000,3.05141,1.22282,5.60795,PUBLISHED
E2FC6D7,Air pollution deaths (age-standardized),SDGAIRBODA,784,United Arab Emirates,2019,YEAR,Male,Total,,RATE_PER_100000,78.84045,61.99577,95.92757,PUBLISHED
E2FC6D7,Air pollution deaths (age-standardized),SDGAIRBODA,784,United Arab Emirates,2019,YEAR,Male,Stroke,,RATE_PER_100000,14.94471,8.13047,22.56417,PUBLISHED
E2FC6D7,Air pollution deaths (age-standardized),SDGAIRBODA,032,Argentina,2019,YEAR,Total,Total,,RATE_PER_100000,29.6733,19.34226,41.55197,PUBLISHED
E2FC6D7,Air pollution deaths (age-standardized),SDGAIRBODA,032,Argentina,2019,YEAR,Total,Stroke,,RATE_PER_100000,3.58255,1.45558,6.23083,PUBLISHED
E2FC6D7,Air pollution deaths (age-standardized),SDGAIRBODA,032,Argentina,2019,YEAR,Female,Total,,RATE_PER_100000,23.01932,14.95271,32.59313,PUBLISHED
E2FC6D7,Air pollution deaths (age-standardized),SDGAIRBODA,032,Argentina,2019,YEAR,Female,Stroke,,RATE_PER_100000,2.89149,1.18008,5.01979,PUBLISHED
E2FC6D7,Air pollution deaths (age-standardized),SDGAIRBODA,032,Argentina,2019,YEAR,Male,Lower respiratory infections,,RATE_PER_100000,10.13533,3.97305,17.61098,PUBLISHED
E2FC6D7,Air pollution deaths (age-standardized),SDGAIRBODA,032,Argentina,2019,YEAR,Male,"Trachea, bronchus, lung cancers",,RATE_PER_100000,1.62428,0.66988,3.11842,PUBLISHED
E2FC6D7,Air pollution deaths (age-standardized),SDGAIRBODA,032,Argentina,2019,YEAR,Male,Chronic obstructive pulmonary disease,,RATE_PER_100000,4.60885,1.04055,10.89978,PUBLISHED
E2FC6D7,Air pollution deaths (age-standardized),SDGAIRBODA,051,Armenia,2019,YEAR,Total,"Trachea, bronchus, lung cancers",,RATE_PER_100000,4.08149,2.2663,6.44178,PUBLISHED
E2FC6D7,Air pollution deaths (age-standardized),SDGAIRBODA,051,Armenia,2019,YEAR,Female,Ischaemic heart disease,,RATE_PER_100000,38.91861,25.85722,51.59975,PUBLISHED
E2FC6D7,Air pollution deaths (age-standardized),SDGAIRBODA,051,Armenia,2019,YEAR,Female,Chronic obstructive pulmonary disease,,RATE_PER_100000,2.44406,0.93152,4.70732,PUBLISHED
E2FC6D7,Air pollution deaths (age-standardized),SDGAIRBODA,051,Armenia,2019,YEAR,Male,Ischaemic heart disease,,RATE_PER_100000,66.64544,44.4526,88.07458,PUBLISHED
E2FC6D7,Air pollution deaths (age-standardized),SDGAIRBODA,954,Americas,2019,YEAR,Male,Total years,Stroke,RATE_PER_100000,4.97719,2.59932,7.50765,PUBLISHED
E2FC6D7,Air pollution deaths (age-standardized),SDGAIRBODA,784,United Arab Emirates,2019,YEAR,Total,Total,,RATE_PER_100000,69.9893,55.11092,84.98349,PUBLISHED
E2FC6D7,Air pollution deaths (age-standardized),SDGAIRBODA,784,United Arab Emirates,2019,YEAR,Female,Lower respiratory infections,,RATE_PER_100000,8.76189,6.21063,11.42144,PUBLISHED
E2FC6D7,Air pollution deaths (age-standardized),SDGAIRBODA,784,United Arab Emirates,2019,YEAR,Female,"Trachea, bronchus, lung cancers",,RATE_PER_100000,0.85844,0.52785,1.26246,PUBLISHED
E2FC6D7,Air pollution deaths (age-standardized),SDGAIRBODA,784,United Arab Emirates,2019,YEAR,Male,"Trachea, bronchus, lung cancers",,RATE_PER_100000,1.15645,0.71109,1.70074,PUBLISHED
E2FC6D7,Air pollution deaths (age-standardized),SDGAIRBODA,032,Argentina,2019,YEAR,Total,"Trachea, bronchus, lung cancers",,RATE_PER_100000,1.05931,0.43584,2.06183,PUBLISHED
E2FC6D7,Air pollution deaths (age-standardized),SDGAIRBODA,032,Argentina,2019,YEAR,Total,Ischaemic heart disease,,RATE_PER_100000,13.32028,7.57806,18.59843,PUBLISHED
E2FC6D7,Air pollution deaths (age-standardized),SDGAIRBODA,032,Argentina,2019,YEAR,Total,Chronic obstructive pulmonary disease,,RATE_PER_100000,3.50723,0.78725,8.24214,PUBLISHED
E2FC6D7,Air pollution deaths (age-standardized),SDGAIRBODA,954,Americas,2019,YEAR,Total,30 to 34 years,"Trachea, bronchus, lung cancers",RATE_PER_100000,0.00423,0.00269,0.00614,PUBLISHED
E2FC6D7,Air pollution deaths (age-standardized),SDGAIRBODA,954,Americas,2019,YEAR,Total,40 to 44 years,Ischaemic heart disease,RATE_PER_100000,0.24371,0.15566,0.31999,PUBLISHED
E2FC6D7,Air pollution deaths (age-standardized),SDGAIRBODA,954,Americas,2019,YEAR,Total,40 to 44 years,Stroke,RATE_PER_100000,0.08876,0.04844,0.12939,PUBLISHED
E2FC6D7,Air pollution deaths (age-standardized),SDGAIRBODA,954,Americas,2019,YEAR,Total,40 to 44 years,Chronic obstructive pulmonary disease,RATE_PER_100000,0.01347,0.00552,0.02553,PUBLISHED
E2FC6D7,Air pollution deaths (age-standardized),SDGAIRBODA,954,Americas,2019,YEAR,Total,45 to 49 years,Stroke,RATE_PER_100000,0.12878,0.06977,0.18949,PUBLISHED
E2FC6D7,Air pollution deaths (age-standardized),SDGAIRBODA,954,Americas,2019,YEAR,Total,70 to 74 years,Lower respiratory infections,RATE_PER_100000,0.36439,0.22208,0.53612,PUBLISHED
E2FC6D7,Air pollution deaths (age-standardized),SDGAIRBODA,954,Americas,2019,YEAR,Total,70 to 74 years,Ischaemic heart disease,RATE_PER_100000,1.62009,1.00095,2.14488,PUBLISHED
E2FC6D7,Air pollution deaths (age-standardized),SDGAIRBODA,954,Americas,2019,YEAR,Total,70 to 74 years,Chronic obstructive pulmonary disease,RATE_PER_100000,0.37572,0.12733,0.80576,PUBLISHED
E2FC6D7,Air pollution deaths (age-standardized),SDGAIRBODA,954,Americas,2019,YEAR,Total,75 to 79 years,Lower respiratory infections,RATE_PER_100000,0.48091,0.29948,0.70098,PUBLISHED
E2FC6D7,Air pollution deaths (age-standardized),SDGAIRBODA,954,Americas,2019,YEAR,Total,75 to 79 years,Ischaemic heart disease,RATE_PER_100000,1.76479,1.09497,2.33759,PUBLISHED
E2FC6D7,Air pollution deaths (age-standardized),SDGAIRBODA,954,Americas,2019,YEAR,Total,80 plus years,"Trachea, bronchus, lung cancers",RATE_PER_100000,0.18243,0.10406,0.29009,PUBLISHED
E2FC6D7,Air pollution deaths (age-standardized),SDGAIRBODA,954,Americas,2019,YEAR,Total,Total years,Total,RATE_PER_100000,31.10107,24.26606,38.40015,PUBLISHED
E2FC6D7,Air pollution deaths (age-standardized),SDGAIRBODA,051,Armenia,2019,YEAR,Total,Total,,RATE_PER_100000,74.54835,53.58661,96.04682,PUBLISHED
E2FC6D7,Air pollution deaths (age-standardized),SDGAIRBODA,051,Armenia,2019,YEAR,Total,Lower respiratory infections,,RATE_PER_100000,7.61501,4.79785,10.77818,PUBLISHED
E2FC6D7,Air pollution deaths (age-standardized),SDGAIRBODA,051,Armenia,2019,YEAR,Total,Chronic obstructive pulmonary disease,,RATE_PER_100000,3.68737,1.37072,7.07704,PUBLISHED
E2FC6D7,Air pollution deaths (age-standardized),SDGAIRBODA,051,Armenia,2019,YEAR,Female,Total,,RATE_PER_100000,57.27955,41.02851,73.98032,PUBLISHED
E2FC6D7,Air pollution deaths (age-standardized),SDGAIRBODA,954,Americas,2019,YEAR,Total,Total years,Lower respiratory infections,RATE_PER_100000,5.49298,3.71868,7.66385,PUBLISHED
E2FC6D7,Air pollution deaths (age-standardized),SDGAIRBODA,954,Americas,2019,YEAR,Female,30 to 34 years,Lower respiratory infections,RATE_PER_100000,0.04047,0.0292,0.05419,PUBLISHED
E2FC6D7,Air pollution deaths (age-standardized),SDGAIRBODA,954,Americas,2019,YEAR,Female,30 to 34 years,Chronic obstructive pulmonary disease,RATE_PER_100000,0.00415,0.00185,0.00736,PUBLISHED
E2FC6D7,Air pollution deaths (age-standardized),SDGAIRBODA,954,Americas,2019,YEAR,Female,35 to 39 years,"Trachea, bronchus, lung cancers",RATE_PER_100000,0.00753,0.00465,0.01132,PUBLISHED
E2FC6D7,Air pollution deaths (age-standardized),SDGAIRBODA,954,Americas,2019,YEAR,Female,35 to 39 years,Ischaemic heart disease,RATE_PER_100000,0.08614,0.05632,0.11202,PUBLISHED
E2FC6D7,Air pollution deaths (age-standardized),SDGAIRBODA,954,Americas,2019,YEAR,Female,50 to 54 years,Chronic obstructive pulmonary disease,RATE_PER_100000,0.05552,0.02075,0.11447,PUBLISHED
E2FC6D7,Air pollution deaths (age-standardized),SDGAIRBODA,954,Americas,2019,YEAR,Female,60 to 64 years,"Trachea, bronchus, lung cancers",RATE_PER_100000,0.10911,0.06288,0.17189,PUBLISHED
E2FC6D7,Air pollution deaths (age-standardized),SDGAIRBODA,954,Americas,2019,YEAR,Female,65 to 69 years,Ischaemic heart disease,RATE_PER_100000,0.94789,0.59845,1.24799,PUBLISHED
E2FC6D7,Air pollution deaths (age-standardized),SDGAIRBODA,954,Americas,2019,YEAR,Female,65 to 69 years,Stroke,RATE_PER_100000,0.33357,0.18284,0.49072,PUBLISHED
E2FC6D7,Air pollution deaths (age-standardized),SDGAIRBODA,954,Americas,2019,YEAR,Female,75 to 79 years,"Trachea, bronchus, lung cancers",RATE_PER_100000,0.11619,0.06663,0.18495,PUBLISHED
E2FC6D7,Air pollution deaths (age-standardized),SDGAIRBODA,954,Americas,2019,YEAR,Female,75 to 79 years,Chronic obstructive pulmonary disease,RATE_PER_100000,0.38342,0.13597,0.80205,PUBLISHED
E2FC6D7,Air pollution deaths (age-standardized),SDGAIRBODA,954,Americas,2019,YEAR,Female,Total years,"Trachea, bronchus, lung cancers",RATE_PER_100000,0.87301,0.51981,1.35318,PUBLISHED
E2FC6D7,Air pollution deaths (age-standardized),SDGAIRBODA,954,Americas,2019,YEAR,Female,Total years,Chronic obstructive pulmonary disease,RATE_PER_100000,2.75925,1.07398,5.36968,PUBLISHED
E2FC6D7,Air pollution deaths (age-standardized),SDGAIRBODA,954,Americas,2019,YEAR,Male,10 to 14 years,Lower respiratory infections,RATE_PER_100000,0.02324,0.0173,0.03029,PUBLISHED
E2FC6D7,Air pollution deaths (age-standardized),SDGAIRBODA,954,Americas,2019,YEAR,Male,25 to 29 years,Lower respiratory infections,RATE_PER_100000,0.0566,0.03959,0.07774,PUBLISHED
E2FC6D7,Air pollution deaths (age-standardized),SDGAIRBODA,954,Americas,2019,YEAR,Male,30 to 34 years,Stroke,RATE_PER_100000,0.03496,0.01873,0.05213,PUBLISHED
E2FC6D7,Air pollution deaths (age-standardized),SDGAIRBODA,954,Americas,2019,YEAR,Male,45 to 49 years,Ischaemic heart disease,RATE_PER_100000,0.55816,0.35028,0.73852,PUBLISHED
E2FC6D7,Air pollution deaths (age-standardized),SDGAIRBODA,954,Americas,2019,YEAR,Male,45 to 49 years,Chronic obstructive pulmonary disease,RATE_PER_100000,0.02709,0.01027,0.05392,PUBLISHED
E2FC6D7,Air pollution deaths (age-standardized),SDGAIRBODA,954,Americas,2019,YEAR,Male,50 to 54 years,Lower respiratory infections,RATE_PER_100000,0.16865,0.11,0.24097,PUBLISHED
E2FC6D7,Air pollution deaths (age-standardized),SDGAIRBODA,954,Americas,2019,YEAR,Male,50 to 54 years,"Trachea, bronchus, lung cancers",RATE_PER_100000,0.06002,0.03431,0.09424,PUBLISHED
E2FC6D7,Air pollution deaths (age-standardized),SDGAIRBODA,954,Americas,2019,YEAR,Male,50 to 54 years,Stroke,RATE_PER_100000,0.19293,0.10055,0.29197,PUBLISHED
