IND_UUID,IND_NAME,IND_CODE,DIM_GEO_CODE_M49,GEO_NAME_SHORT,DIM_TIME,DIM_TIME_TYPE,DIM_SEX,DIM_VALUE_TYPE,VALUE_NUMERIC,DIM_PUBLISH_STATE_CODE
90E2E48,Life expectancy (at birth),WHOSIS_000001,752,Sweden,2000,YEAR,Total,AMOUNT,79.57394,PUBLISHED
90E2E48,Life expectancy (at birth),WHOSIS_000001,748,Eswatini,2000,YEAR,Female,AMOUNT,49.44042,PUBLISHED
90E2E48,Life expectancy (at birth),WHOSIS_000001,372,Ireland,2000,YEAR,Total,AMOUNT,76.41336,PUBLISHED
90E2E48,Life expectancy (at birth),WHOSIS_000001,352,Iceland,2000,YEAR,Total,AMOUNT,79.70157,PUBLISHED
90E2E48,Life expectancy (at birth),WHOSIS_000001,352,Iceland,2000,YEAR,Female,AMOUNT,81.63809,PUBLISHED
90E2E48,Life expectancy (at birth),WHOSIS_000001,380,Italy,2000,YEAR,Total,AMOUNT,79.36485,PUBLISHED
90E2E48,Life expectancy (at birth),WHOSIS_000001,380,Italy,2000,YEAR,Female,AMOUNT,82.14725,PUBLISHED
90E2E48,Life expectancy (at birth),WHOSIS_000001,705,Slovenia,2000,YEAR,Female,AMOUNT,79.73648,PUBLISHED
90E2E48,Life expectancy (at birth),WHOSIS_000001,690,Seychelles,2000,YEAR,Female,AMOUNT,76.28439,PUBLISHED
90E2E48,Life expectancy (at birth),WHOSIS_000001,690,Seychelles,2000,YEAR,Male,AMOUNT,67.80633,PUBLISHED
90E2E48,Life expectancy (at birth),WHOSIS_000001,148,Chad,2000,YEAR,Male,AMOUNT,49.25856,PUBLISHED
90E2E48,Life expectancy (at birth),WHOSIS_000001,768,Togo,2000,YEAR,Total,AMOUNT,55.94736,PUBLISHED
90E2E48,Life expectancy (at birth),WHOSIS_000001,690,Seychelles,2000,YEAR,Total,AMOUNT,71.86977,PUBLISHED
90E2E48,Life expectancy (at birth),WHOSIS_000001,760,Syrian Arab Republic,2000,YEAR,Total,AMOUNT,71.45632,PUBLISHED
90E2E48,Life expectancy (at birth),WHOSIS_000001,760,Syrian Arab Republic,2000,YEAR,Female,AMOUNT,72.7145,PUBLISHED
90E2E48,Life expectancy (at birth),WHOSIS_000001,626,Timor-Leste,2000,YEAR,Female,AMOUNT,63.40345,PUBLISHED
90E2E48,Life expectancy (at birth),WHOSIS_000001,626,Timor-Leste,2000,YEAR,Male,AMOUNT,61.94714,PUBLISHED
90E2E48,Life expectancy (at birth),WHOSIS_000001,764,Thailand,2000,YEAR,Male,AMOUNT,67.51733,PUBLISHED
90E2E48,Life expectancy (at birth),WHOSIS_000001,762,Tajikistan,2000,YEAR,Total,AMOUNT,65.57712,PUBLISHED
90E2E48,Life expectancy (at birth),WHOSIS_000001,762,Tajikistan,2000,YEAR,Female,AMOUNT,67.77222,PUBLISHED
90E2E48,Life expectancy (at birth),WHOSIS_000001,795,Turkmenistan,2000,YEAR,Total,AMOUNT,63.31976,PUBLISHED
90E2E48,Life expectancy (at birth),WHOSIS_000001,795,Turkmenistan,2000,YEAR,Female,AMOUNT,67.43173,PUBLISHED
90E2E48,Life expectancy (at birth),WHOSIS_000001,776,Tonga,2000,YEAR,Total,AMOUNT,70.91869,PUBLISHED
90E2E48,Life expectancy (at birth),WHOSIS_000001,776,Tonga,2000,YEAR,Male,AMOUNT,68.0364,PUBLISHED
90E2E48,Life expectancy (at birth),WHOSIS_000001,780,Trinidad and Tobago,2000,YEAR,Total,AMOUNT,69.70364,PUBLISHED
90E2E48,Life expectancy (at birth),WHOSIS_000001,780,Trinidad and Tobago,2000,YEAR,Female,AMOUNT,72.58298,PUBLISHED
90E2E48,Life expectancy (at birth),WHOSIS_000001,792,Türkiye,2000,YEAR,Female,AMOUNT,76.84741,PUBLISHED
90E2E48,Life expectancy (at birth),WHOSIS_000001,795,Turkmenistan,2000,YEAR,Male,AMOUNT,59.33689,PUBLISHED
90E2E48,Life expectancy (at birth),WHOSIS_000001,788,Tunisia,2000,YEAR,Male,AMOUNT,71.93842,PUBLISHED
90E2E48,Life expectancy (at birth),WHOSIS_000001,792,Türkiye,2000,YEAR,Male,AMOUNT,71.93896,PUBLISHED
90E2E48,Life expectancy (at birth),WHOSIS_000001,800,Uganda,2000,YEAR,Total,AMOUNT,48.76083,PUBLISHED
90E2E48,Life expectancy (at birth),WHOSIS_000001,800,Uganda,2000,YEAR,Female,AMOUNT,50.75184,PUBLISHED
90E2E48,Life expectancy (at birth),WHOSIS_000001,752,Sweden,2000,YEAR,Female,AMOUNT,81.78581,PUBLISHED
90E2E48,Life expectancy (at birth),WHOSIS_000001,748,Eswatini,2000,YEAR,Total,AMOUNT,47.04535,PUBLISHED
90E2E48,Life expectancy (at birth),WHOSIS_000001,748,Eswatini,2000,YEAR,Male,AMOUNT,44.81421,PUBLISHED
90E2E48,Life expectancy (at birth),WHOSIS_000001,764,Thailand,2000,YEAR,Total,AMOUNT,71.25484,PUBLISHED
90E2E48,Life expectancy (at birth),WHOSIS_000001,762,Tajikistan,2000,YEAR,Male,AMOUNT,63.52786,PUBLISHED
90E2E48,Life expectancy (at birth),WHOSIS_000001,626,Timor-Leste,2000,YEAR,Total,AMOUNT,62.66777,PUBLISHED
90E2E48,Life expectancy (at birth),WHOSIS_000001,776,Tonga,2000,YEAR,Female,AMOUNT,74.19746,PUBLISHED
90E2E48,Life expectancy (at birth),WHOSIS_000001,780,Trinidad and Tobago,2000,YEAR,Male,AMOUNT,66.94326,PUBLISHED
90E2E48,Life expectancy (at birth),WHOSIS_000001,788,Tunisia,2000,YEAR,Total,AMOUNT,74.11952,PUBLISHED
90E2E48,Life expectancy (at birth),WHOSIS_000001,792,Türkiye,2000,YEAR,Total,AMOUNT,74.41146,PUBLISHED
90E2E48,Life expectancy (at birth),WHOSIS_000001,388,Jamaica,2000,YEAR,Male,AMOUNT,72.04784,PUBLISHED
90E2E48,Life expectancy (at birth),WHOSIS_000001,400,Jordan,2000,YEAR,Male,AMOUNT,73.05819,PUBLISHED
90E2E48,Life expectancy (at birth),WHOSIS_000001,392,Japan,2000,YEAR,Total,AMOUNT,81.12236,PUBLISHED
90E2E48,Life expectancy (at birth),WHOSIS_000001,417,Kyrgyzstan,2000,YEAR,Total,AMOUNT,65.9502,PUBLISHED
90E2E48,Life expectancy (at birth),WHOSIS_000001,116,Cambodia,2000,YEAR,Total,AMOUNT,58.68463,PUBLISHED
90E2E48,Life expectancy (at birth),WHOSIS_000001,800,Uganda,2000,YEAR,Male,AMOUNT,46.79795,PUBLISHED
90E2E48,Life expectancy (at birth),WHOSIS_000001,804,Ukraine,2000,YEAR,Female,AMOUNT,73.24368,PUBLISHED
90E2E48,Life expectancy (at birth),WHOSIS_000001,804,Ukraine,2000,YEAR,Male,AMOUNT,62.05736,PUBLISHED
90E2E48,Life expectancy (at birth),WHOSIS_000001,858,Uruguay,2000,YEAR,Female,AMOUNT,78.80497,PUBLISHED
90E2E48,Life expectancy (at birth),WHOSIS_000001,840,United States of America,2000,YEAR,Female,AMOUNT,79.16907,PUBLISHED
90E2E48,Life expectancy (at birth),WHOSIS_000001,860,Uzbekistan,2000,YEAR,Total,AMOUNT,65.26546,PUBLISHED
90E2E48,Life expectancy (at birth),WHOSIS_000001,862,Venezuela (Bolivarian Republic of),2000,YEAR,Male,AMOUNT,70.51161,PUBLISHED
90E2E48,Life expectancy (at birth),WHOSIS_000001,704,Viet Nam,2000,YEAR,Total,AMOUNT,71.44998,PUBLISHED
90E2E48,Life expectancy (at birth),WHOSIS_000001,704,Viet Nam,2000,YEAR,Female,AMOUNT,75.60954,PUBLISHED
90E2E48,Life expectancy (at birth),WHOSIS_000001,548,Vanuatu,2000,YEAR,Female,AMOUNT,66.94464,PUBLISHED
90E2E48,Life expectancy (at birth),WHOSIS_000001,910,High-income economies,2000,YEAR,Total,AMOUNT,77.62743,PUBLISHED
90E2E48,Life expectancy (at birth),WHOSIS_000001,910,High-income economies,2000,YEAR,Female,AMOUNT,80.56939,PUBLISHED
90E2E48,Life expectancy (at birth),WHOSIS_000001,911,Low-income economies,2000,YEAR,Total,AMOUNT,53.78978,PUBLISHED
90E2E48,Life expectancy (at birth),WHOSIS_000001,911,Low-income economies,2000,YEAR,Female,AMOUNT,55.33836,PUBLISHED
90E2E48,Life expectancy (at birth),WHOSIS_000001,911,Low-income economies,2000,YEAR,Male,AMOUNT,52.24722,PUBLISHED
90E2E48,Life expectancy (at birth),WHOSIS_000001,914,Upper-middle-income economies,2000,YEAR,Total,AMOUNT,70.63803,PUBLISHED
90E2E48,Life expectancy (at birth),WHOSIS_000001,914,Upper-middle-income economies,2000,YEAR,Female,AMOUNT,73.77634,PUBLISHED
90E2E48,Life expectancy (at birth),WHOSIS_000001,882,Samoa,2000,YEAR,Female,AMOUNT,70.78302,PUBLISHED
90E2E48,Life expectancy (at birth),WHOSIS_000001,887,Yemen,2000,YEAR,Total,AMOUNT,62.6944,PUBLISHED
90E2E48,Life expectancy (at birth),WHOSIS_000001,710,South Africa,2000,YEAR,Total,AMOUNT,55.75228,PUBLISHED
90E2E48,Life expectancy (at birth),WHOSIS_000001,116,Cambodia,2000,YEAR,Female,AMOUNT,61.24218,PUBLISHED
90E2E48,Life expectancy (at birth),WHOSIS_000001,116,Cambodia,2000,YEAR,Male,AMOUNT,56.02896,PUBLISHED
90E2E48,Life expectancy (at birth),WHOSIS_000001,410,Republic of Korea,2000,YEAR,Female,AMOUNT,79.75586,PUBLISHED
90E2E48,Life expectancy (at birth),WHOSIS_000001,418,Lao People's Democratic Republic,2000,YEAR,Female,AMOUNT,60.60456,PUBLISHED
90E2E48,Life expectancy (at birth),WHOSIS_000001,418,Lao People's Democratic Republic,2000,YEAR,Male,AMOUNT,56.27648,PUBLISHED
90E2E48,Life expectancy (at birth),WHOSIS_000001,422,Lebanon,2000,YEAR,Male,AMOUNT,73.02654,PUBLISHED
90E2E48,Life expectancy (at birth),WHOSIS_000001,430,Liberia,2000,YEAR,Male,AMOUNT,52.89455,PUBLISHED
90E2E48,Life expectancy (at birth),WHOSIS_000001,434,Libya,2000,YEAR,Male,AMOUNT,72.69602,PUBLISHED
90E2E48,Life expectancy (at birth),WHOSIS_000001,662,Saint Lucia,2000,YEAR,Female,AMOUNT,76.31937,PUBLISHED
90E2E48,Life expectancy (at birth),WHOSIS_000001,144,Sri Lanka,2000,YEAR,Female,AMOUNT,76.29864,PUBLISHED
90E2E48,Life expectancy (at birth),WHOSIS_000001,716,Zimbabwe,2000,YEAR,Male,AMOUNT,45.14684,PUBLISHED
90E2E48,Life expectancy (at birth),WHOSIS_000001,24,Angola,2010,YEAR,Female,AMOUNT,60.52821,PUBLISHED
90E2E48,Life expectancy (at birth),WHOSIS_000001,784,United Arab Emirates,2010,YEAR,Total,AMOUNT,74.86285,PUBLISHED
90E2E48,Life expectancy (at birth),WHOSIS_000001,32,Argentina,2010,YEAR,Female,AMOUNT,78.63397,PUBLISHED
90E2E48,Life expectancy (at birth),WHOSIS_000001,32,Argentina,2010,YEAR,Male,AMOUNT,72.14228,PUBLISHED
90E2E48,Life expectancy (at birth),WHOSIS_000001,442,Luxembourg,2000,YEAR,Female,AMOUNT,81.11469,PUBLISHED
90E2E48,Life expectancy (at birth),WHOSIS_000001,504,Morocco,2000,YEAR,Total,AMOUNT,69.34715,PUBLISHED
90E2E48,Life expectancy (at birth),WHOSIS_000001,504,Morocco,2000,YEAR,Male,AMOUNT,68.06345,PUBLISHED
90E2E48,Life expectancy (at birth),WHOSIS_000001,462,Maldives,2000,YEAR,Female,AMOUNT,71.48225,PUBLISHED
90E2E48,Life expectancy (at birth),WHOSIS_000001,484,Mexico,2000,YEAR,Total,AMOUNT,74.40966,PUBLISHED
90E2E48,Life expectancy (at birth),WHOSIS_000001,36,Australia,2010,YEAR,Total,AMOUNT,81.9043,PUBLISHED
90E2E48,Life expectancy (at birth),WHOSIS_000001,36,Australia,2010,YEAR,Female,AMOUNT,83.98511,PUBLISHED
90E2E48,Life expectancy (at birth),WHOSIS_000001,31,Azerbaijan,2010,YEAR,Female,AMOUNT,71.82773,PUBLISHED
90E2E48,Life expectancy (at birth),WHOSIS_000001,108,Burundi,2010,YEAR,Female,AMOUNT,60.31611,PUBLISHED
90E2E48,Life expectancy (at birth),WHOSIS_000001,56,Belgium,2010,YEAR,Male,AMOUNT,77.23535,PUBLISHED
90E2E48,Life expectancy (at birth),WHOSIS_000001,204,Benin,2010,YEAR,Female,AMOUNT,62.87867,PUBLISHED
90E2E48,Life expectancy (at birth),WHOSIS_000001,854,Burkina Faso,2010,YEAR,Total,AMOUNT,58.59142,PUBLISHED
90E2E48,Life expectancy (at birth),WHOSIS_000001,854,Burkina Faso,2010,YEAR,Male,AMOUNT,56.18855,PUBLISHED
90E2E48,Life expectancy (at birth),WHOSIS_000001,50,Bangladesh,2010,YEAR,Male,AMOUNT,68.6325,PUBLISHED
90E2E48,Life expectancy (at birth),WHOSIS_000001,100,Bulgaria,2010,YEAR,Female,AMOUNT,77.23328,PUBLISHED
90E2E48,Life expectancy (at birth),WHOSIS_000001,484,Mexico,2000,YEAR,Male,AMOUNT,71.67798,PUBLISHED
90E2E48,Life expectancy (at birth),WHOSIS_000001,807,North Macedonia,2000,YEAR,Total,AMOUNT,71.10777,PUBLISHED
90E2E48,Life expectancy (at birth),WHOSIS_000001,508,Mozambique,2000,YEAR,Total,AMOUNT,50.68681,PUBLISHED
90E2E48,Life expectancy (at birth),WHOSIS_000001,478,Mauritania,2000,YEAR,Total,AMOUNT,61.96471,PUBLISHED
90E2E48,Life expectancy (at birth),WHOSIS_000001,480,Mauritius,2000,YEAR,Total,AMOUNT,71.17201,PUBLISHED
90E2E48,Life expectancy (at birth),WHOSIS_000001,48,Bahrain,2010,YEAR,Male,AMOUNT,73.8488,PUBLISHED
90E2E48,Life expectancy (at birth),WHOSIS_000001,44,Bahamas,2010,YEAR,Total,AMOUNT,72.95849,PUBLISHED
90E2E48,Life expectancy (at birth),WHOSIS_000001,44,Bahamas,2010,YEAR,Male,AMOUNT,69.64163,PUBLISHED
90E2E48,Life expectancy (at birth),WHOSIS_000001,70,Bosnia and Herzegovina,2010,YEAR,Male,AMOUNT,73.84852,PUBLISHED
90E2E48,Life expectancy (at birth),WHOSIS_000001,68,Bolivia (Plurinational State of),2010,YEAR,Male,AMOUNT,69.43961,PUBLISHED
90E2E48,Life expectancy (at birth),WHOSIS_000001,454,Malawi,2000,YEAR,Male,AMOUNT,43.96169,PUBLISHED
90E2E48,Life expectancy (at birth),WHOSIS_000001,458,Malaysia,2000,YEAR,Male,AMOUNT,70.55416,PUBLISHED
90E2E48,Life expectancy (at birth),WHOSIS_000001,562,Niger,2000,YEAR,Female,AMOUNT,50.98764,PUBLISHED
90E2E48,Life expectancy (at birth),WHOSIS_000001,562,Niger,2000,YEAR,Male,AMOUNT,49.73235,PUBLISHED
90E2E48,Life expectancy (at birth),WHOSIS_000001,566,Nigeria,2000,YEAR,Female,AMOUNT,55.16698,PUBLISHED
90E2E48,Life expectancy (at birth),WHOSIS_000001,76,Brazil,2010,YEAR,Total,AMOUNT,74.09258,PUBLISHED
90E2E48,Life expectancy (at birth),WHOSIS_000001,52,Barbados,2010,YEAR,Total,AMOUNT,75.88476,PUBLISHED
90E2E48,Life expectancy (at birth),WHOSIS_000001,52,Barbados,2010,YEAR,Male,AMOUNT,74.46426,PUBLISHED
90E2E48,Life expectancy (at birth),WHOSIS_000001,96,Brunei Darussalam,2010,YEAR,Female,AMOUNT,75.84433,PUBLISHED
90E2E48,Life expectancy (at birth),WHOSIS_000001,64,Bhutan,2010,YEAR,Female,AMOUNT,72.34988,PUBLISHED
90E2E48,Life expectancy (at birth),WHOSIS_000001,72,Botswana,2010,YEAR,Total,AMOUNT,58.1373,PUBLISHED
90E2E48,Life expectancy (at birth),WHOSIS_000001,72,Botswana,2010,YEAR,Male,AMOUNT,55.14339,PUBLISHED
90E2E48,Life expectancy (at birth),WHOSIS_000001,140,Central African Republic,2010,YEAR,Total,AMOUNT,48.51089,PUBLISHED
90E2E48,Life expectancy (at birth),WHOSIS_000001,156,China,2010,YEAR,Female,AMOUNT,77.9407,PUBLISHED
90E2E48,Life expectancy (at birth),WHOSIS_000001,384,Côte d'Ivoire,2010,YEAR,Female,AMOUNT,58.93549,PUBLISHED
90E2E48,Life expectancy (at birth),WHOSIS_000001,528,Netherlands (Kingdom of the),2000,YEAR,Male,AMOUNT,75.48594,PUBLISHED
90E2E48,Life expectancy (at birth),WHOSIS_000001,578,Norway,2000,YEAR,Total,AMOUNT,78.53192,PUBLISHED
90E2E48,Life expectancy (at birth),WHOSIS_000001,578,Norway,2000,YEAR,Female,AMOUNT,81.15433,PUBLISHED
90E2E48,Life expectancy (at birth),WHOSIS_000001,554,New Zealand,2000,YEAR,Female,AMOUNT,81.05739,PUBLISHED
90E2E48,Life expectancy (at birth),WHOSIS_000001,512,Oman,2000,YEAR,Male,AMOUNT,67.26381,PUBLISHED
90E2E48,Life expectancy (at birth),WHOSIS_000001,591,Panama,2000,YEAR,Total,AMOUNT,77.23182,PUBLISHED
90E2E48,Life expectancy (at birth),WHOSIS_000001,604,Peru,2000,YEAR,Male,AMOUNT,72.86416,PUBLISHED
90E2E48,Life expectancy (at birth),WHOSIS_000001,608,Philippines,2000,YEAR,Male,AMOUNT,65.4696,PUBLISHED
90E2E48,Life expectancy (at birth),WHOSIS_000001,616,Poland,2000,YEAR,Male,AMOUNT,69.5091,PUBLISHED
90E2E48,Life expectancy (at birth),WHOSIS_000001,620,Portugal,2000,YEAR,Total,AMOUNT,76.58447,PUBLISHED
90E2E48,Life expectancy (at birth),WHOSIS_000001,178,Congo,2010,YEAR,Male,AMOUNT,60.98846,PUBLISHED
90E2E48,Life expectancy (at birth),WHOSIS_000001,170,Colombia,2010,YEAR,Total,AMOUNT,77.09467,PUBLISHED
90E2E48,Life expectancy (at birth),WHOSIS_000001,170,Colombia,2010,YEAR,Female,AMOUNT,80.14824,PUBLISHED
90E2E48,Life expectancy (at birth),WHOSIS_000001,174,Comoros,2010,YEAR,Total,AMOUNT,64.97557,PUBLISHED
90E2E48,Life expectancy (at birth),WHOSIS_000001,132,Cabo Verde,2010,YEAR,Male,AMOUNT,70.82956,PUBLISHED
90E2E48,Life expectancy (at birth),WHOSIS_000001,196,Cyprus,2010,YEAR,Female,AMOUNT,83.09668,PUBLISHED
90E2E48,Life expectancy (at birth),WHOSIS_000001,196,Cyprus,2010,YEAR,Male,AMOUNT,78.92952,PUBLISHED
90E2E48,Life expectancy (at birth),WHOSIS_000001,203,Czechia,2010,YEAR,Male,AMOUNT,74.41394,PUBLISHED
90E2E48,Life expectancy (at birth),WHOSIS_000001,276,Germany,2010,YEAR,Total,AMOUNT,80.16794,PUBLISHED
90E2E48,Life expectancy (at birth),WHOSIS_000001,276,Germany,2010,YEAR,Female,AMOUNT,82.53684,PUBLISHED
90E2E48,Life expectancy (at birth),WHOSIS_000001,634,Qatar,2000,YEAR,Total,AMOUNT,71.29387,PUBLISHED
90E2E48,Life expectancy (at birth),WHOSIS_000001,642,Romania,2000,YEAR,Total,AMOUNT,71.39459,PUBLISHED
90E2E48,Life expectancy (at birth),WHOSIS_000001,643,Russian Federation,2000,YEAR,Female,AMOUNT,72.25294,PUBLISHED
90E2E48,Life expectancy (at birth),WHOSIS_000001,646,Rwanda,2000,YEAR,Total,AMOUNT,47.50621,PUBLISHED
90E2E48,Life expectancy (at birth),WHOSIS_000001,729,Sudan,2000,YEAR,Male,AMOUNT,60.36473,PUBLISHED
90E2E48,Life expectancy (at birth),WHOSIS_000001,262,Djibouti,2010,YEAR,Female,AMOUNT,63.25947,PUBLISHED
90E2E48,Life expectancy (at birth),WHOSIS_000001,208,Denmark,2010,YEAR,Male,AMOUNT,77.19883,PUBLISHED
90E2E48,Life expectancy (at birth),WHOSIS_000001,12,Algeria,2010,YEAR,Male,AMOUNT,74.95451,PUBLISHED
90E2E48,Life expectancy (at birth),WHOSIS_000001,218,Ecuador,2010,YEAR,Male,AMOUNT,72.30629,PUBLISHED
90E2E48,Life expectancy (at birth),WHOSIS_000001,818,Egypt,2010,YEAR,Female,AMOUNT,72.69277,PUBLISHED
90E2E48,Life expectancy (at birth),WHOSIS_000001,702,Singapore,2000,YEAR,Male,AMOUNT,76.20437,PUBLISHED
90E2E48,Life expectancy (at birth),WHOSIS_000001,694,Sierra Leone,2000,YEAR,Total,AMOUNT,48.72966,PUBLISHED
90E2E48,Life expectancy (at birth),WHOSIS_000001,728,South Sudan,2000,YEAR,Total,AMOUNT,54.1488,PUBLISHED
90E2E48,Life expectancy (at birth),WHOSIS_000001,678,Sao Tome and Principe,2000,YEAR,Total,AMOUNT,63.45224,PUBLISHED
90E2E48,Life expectancy (at birth),WHOSIS_000001,703,Slovakia,2000,YEAR,Female,AMOUNT,77.43365,PUBLISHED
90E2E48,Life expectancy (at birth),WHOSIS_000001,703,Slovakia,2000,YEAR,Male,AMOUNT,69.15716,PUBLISHED
90E2E48,Life expectancy (at birth),WHOSIS_000001,752,Sweden,2000,YEAR,Male,AMOUNT,77.28465,PUBLISHED
90E2E48,Life expectancy (at birth),WHOSIS_000001,760,Syrian Arab Republic,2000,YEAR,Male,AMOUNT,70.35435,PUBLISHED
90E2E48,Life expectancy (at birth),WHOSIS_000001,148,Chad,2000,YEAR,Total,AMOUNT,51.07935,PUBLISHED
90E2E48,Life expectancy (at birth),WHOSIS_000001,148,Chad,2000,YEAR,Female,AMOUNT,52.98417,PUBLISHED
90E2E48,Life expectancy (at birth),WHOSIS_000001,768,Togo,2000,YEAR,Female,AMOUNT,58.13036,PUBLISHED
90E2E48,Life expectancy (at birth),WHOSIS_000001,768,Togo,2000,YEAR,Male,AMOUNT,53.9011,PUBLISHED
90E2E48,Life expectancy (at birth),WHOSIS_000001,764,Thailand,2000,YEAR,Female,AMOUNT,75.20052,PUBLISHED
90E2E48,Life expectancy (at birth),WHOSIS_000001,788,Tunisia,2000,YEAR,Female,AMOUNT,76.49287,PUBLISHED
90E2E48,Life expectancy (at birth),WHOSIS_000001,834,United Republic of Tanzania,2000,YEAR,Total,AMOUNT,52.4742,PUBLISHED
90E2E48,Life expectancy (at birth),WHOSIS_000001,834,United Republic of Tanzania,2000,YEAR,Female,AMOUNT,53.61302,PUBLISHED
90E2E48,Life expectancy (at birth),WHOSIS_000001,834,United Republic of Tanzania,2000,YEAR,Male,AMOUNT,51.28127,PUBLISHED
90E2E48,Life expectancy (at birth),WHOSIS_000001,804,Ukraine,2000,YEAR,Total,AMOUNT,67.52593,PUBLISHED
90E2E48,Life expectancy (at birth),WHOSIS_000001,858,Uruguay,2000,YEAR,Total,AMOUNT,74.81694,PUBLISHED
90E2E48,Life expectancy (at birth),WHOSIS_000001,840,United States of America,2000,YEAR,Total,AMOUNT,76.6916,PUBLISHED
90E2E48,Life expectancy (at birth),WHOSIS_000001,840,United States of America,2000,YEAR,Male,AMOUNT,74.12286,PUBLISHED
90E2E48,Life expectancy (at birth),WHOSIS_000001,860,Uzbekistan,2000,YEAR,Female,AMOUNT,68.23325,PUBLISHED
90E2E48,Life expectancy (at birth),WHOSIS_000001,860,Uzbekistan,2000,YEAR,Male,AMOUNT,62.39997,PUBLISHED
90E2E48,Life expectancy (at birth),WHOSIS_000001,548,Vanuatu,2000,YEAR,Total,AMOUNT,63.90294,PUBLISHED
90E2E48,Life expectancy (at birth),WHOSIS_000001,912,Lower-middle-income economies,2000,YEAR,Male,AMOUNT,60.67618,PUBLISHED
90E2E48,Life expectancy (at birth),WHOSIS_000001,958,Western Pacific,2000,YEAR,Male,AMOUNT,69.7961,PUBLISHED
90E2E48,Life expectancy (at birth),WHOSIS_000001,882,Samoa,2000,YEAR,Total,AMOUNT,68.50683,PUBLISHED
90E2E48,Life expectancy (at birth),WHOSIS_000001,882,Samoa,2000,YEAR,Male,AMOUNT,66.45629,PUBLISHED
90E2E48,Life expectancy (at birth),WHOSIS_000001,710,South Africa,2000,YEAR,Female,AMOUNT,58.62697,PUBLISHED
90E2E48,Life expectancy (at birth),WHOSIS_000001,894,Zambia,2000,YEAR,Total,AMOUNT,44.46076,PUBLISHED
90E2E48,Life expectancy (at birth),WHOSIS_000001,894,Zambia,2000,YEAR,Male,AMOUNT,43.69116,PUBLISHED
90E2E48,Life expectancy (at birth),WHOSIS_000001,716,Zimbabwe,2000,YEAR,Female,AMOUNT,48.11914,PUBLISHED
90E2E48,Life expectancy (at birth),WHOSIS_000001,8,Albania,2010,YEAR,Female,AMOUNT,78.31106,PUBLISHED
90E2E48,Life expectancy (at birth),WHOSIS_000001,8,Albania,2010,YEAR,Male,AMOUNT,74.23331,PUBLISHED
90E2E48,Life expectancy (at birth),WHOSIS_000001,784,United Arab Emirates,2010,YEAR,Female,AMOUNT,77.39238,PUBLISHED
90E2E48,Life expectancy (at birth),WHOSIS_000001,51,Armenia,2010,YEAR,Female,AMOUNT,76.61044,PUBLISHED
90E2E48,Life expectancy (at birth),WHOSIS_000001,28,Antigua and Barbuda,2010,YEAR,Male,AMOUNT,73.56496,PUBLISHED
90E2E48,Life expectancy (at birth),WHOSIS_000001,40,Austria,2010,YEAR,Total,AMOUNT,80.3856,PUBLISHED
90E2E48,Life expectancy (at birth),WHOSIS_000001,31,Azerbaijan,2010,YEAR,Male,AMOUNT,66.28625,PUBLISHED
90E2E48,Life expectancy (at birth),WHOSIS_000001,56,Belgium,2010,YEAR,Female,AMOUNT,82.37853,PUBLISHED
90E2E48,Life expectancy (at birth),WHOSIS_000001,204,Benin,2010,YEAR,Total,AMOUNT,60.47139,PUBLISHED
90E2E48,Life expectancy (at birth),WHOSIS_000001,204,Benin,2010,YEAR,Male,AMOUNT,58.03378,PUBLISHED
90E2E48,Life expectancy (at birth),WHOSIS_000001,854,Burkina Faso,2010,YEAR,Female,AMOUNT,60.78899,PUBLISHED
90E2E48,Life expectancy (at birth),WHOSIS_000001,50,Bangladesh,2010,YEAR,Female,AMOUNT,72.21562,PUBLISHED
90E2E48,Life expectancy (at birth),WHOSIS_000001,84,Belize,2010,YEAR,Male,AMOUNT,70.89174,PUBLISHED
90E2E48,Life expectancy (at birth),WHOSIS_000001,818,Egypt,2010,YEAR,Male,AMOUNT,67.81892,PUBLISHED
90E2E48,Life expectancy (at birth),WHOSIS_000001,957,Eastern Mediterranean,2010,YEAR,Total,AMOUNT,67.57658,PUBLISHED
90E2E48,Life expectancy (at birth),WHOSIS_000001,232,Eritrea,2010,YEAR,Total,AMOUNT,60.69732,PUBLISHED
90E2E48,Life expectancy (at birth),WHOSIS_000001,724,Spain,2010,YEAR,Total,AMOUNT,81.69273,PUBLISHED
90E2E48,Life expectancy (at birth),WHOSIS_000001,231,Ethiopia,2010,YEAR,Female,AMOUNT,64.5482,PUBLISHED
90E2E48,Life expectancy (at birth),WHOSIS_000001,231,Ethiopia,2010,YEAR,Male,AMOUNT,61.33376,PUBLISHED
90E2E48,Life expectancy (at birth),WHOSIS_000001,246,Finland,2010,YEAR,Total,AMOUNT,79.87524,PUBLISHED
90E2E48,Life expectancy (at birth),WHOSIS_000001,246,Finland,2010,YEAR,Female,AMOUNT,83.03618,PUBLISHED
90E2E48,Life expectancy (at birth),WHOSIS_000001,242,Fiji,2010,YEAR,Total,AMOUNT,67.60218,PUBLISHED
90E2E48,Life expectancy (at birth),WHOSIS_000001,242,Fiji,2010,YEAR,Female,AMOUNT,69.52204,PUBLISHED
90E2E48,Life expectancy (at birth),WHOSIS_000001,68,Bolivia (Plurinational State of),2010,YEAR,Total,AMOUNT,70.34061,PUBLISHED
